rollout/ep_rew_mean,time/total_timesteps,rollout/exploration_rate,time/time_elapsed,time/fps,time/episodes,rollout/ep_len_mean
3.5279454799999996,83581,0.01,7664,10,16264,5.28
3.5685336099999994,83607,0.01,7667,10,16268,5.34
3.60479781,83627,0.01,7668,10,16272,5.38
3.65533686,83645,0.01,7670,10,16276,5.44
3.685487779999999,83665,0.01,7672,10,16280,5.46
3.6158309499999994,83682,0.01,7673,10,16284,5.35
3.4406901800000003,83701,0.01,7675,10,16288,5.11
3.41180595,83717,0.01,7677,10,16292,5.05
3.4677012700000005,83742,0.01,7679,10,16296,5.1
3.415497700000001,83757,0.01,7680,10,16300,5.04
3.39048891,83773,0.01,7682,10,16304,5.01
3.433263989999999,83797,0.01,7684,10,16308,5.08
3.37788433,83813,0.01,7685,10,16312,5.01
3.3638543400000005,83832,0.01,7687,10,16316,5.0
3.30217853,83847,0.01,7689,10,16320,4.91
3.0711815299999996,83868,0.01,7690,10,16324,4.64
3.2010983399999993,83899,0.01,7693,10,16328,4.82
3.13486724,83918,0.01,7695,10,16332,4.75
3.102801779999999,83931,0.01,7696,10,16336,4.7
3.0476963799999996,83948,0.01,7698,10,16340,4.65
3.11897035,83971,0.01,7700,10,16344,4.74
3.1489818399999994,83993,0.01,7702,10,16348,4.77
3.1770802399999996,84009,0.01,7703,10,16352,4.78
3.35220847,84052,0.01,7707,10,16356,5.03
3.4236149499999993,84073,0.01,7709,10,16360,5.12
3.412502269999999,84091,0.01,7711,10,16364,5.1
3.35325633,84110,0.01,7713,10,16368,5.03
3.3176401100000006,84126,0.01,7714,10,16372,4.99
3.3051818499999994,84141,0.01,7716,10,16376,4.96
3.2225319099999994,84151,0.01,7716,10,16380,4.86
3.315870039999999,84183,0.01,7719,10,16384,5.01
3.3074456499999996,84202,0.01,7721,10,16388,5.01
3.3539830299999993,84224,0.01,7723,10,16392,5.07
3.29325262,84242,0.01,7725,10,16396,5.0
3.29193872,84256,0.01,7726,10,16400,4.99
3.2959933599999998,84273,0.01,7728,10,16404,5.0
3.3097225900000007,84299,0.01,7730,10,16408,5.02
3.34586568,84319,0.01,7732,10,16412,5.06
3.30564715,84333,0.01,7733,10,16416,5.01
3.3427010200000002,84353,0.01,7735,10,16420,5.06
3.3237398600000008,84371,0.01,7737,10,16424,5.03
3.274252380000001,84394,0.01,7739,10,16428,4.95
3.45920995,84435,0.01,7742,10,16432,5.17
3.46609576,84449,0.01,7744,10,16436,5.18
3.5041436800000008,84470,0.01,7746,10,16440,5.22
3.45581372,84486,0.01,7747,10,16444,5.15
3.3788385599999997,84498,0.01,7748,10,16448,5.05
3.3577121099999996,84513,0.01,7750,10,16452,5.04
3.13084478,84526,0.01,7751,10,16456,4.74
3.20409303,84556,0.01,7754,10,16460,4.83
3.27191269,84581,0.01,7756,10,16464,4.9
3.2914374,84602,0.01,7758,10,16468,4.92
3.36584381,84628,0.01,7760,10,16472,5.02
3.307546629999999,84637,0.01,7761,10,16476,4.96
3.4303199500000003,84664,0.01,7763,10,16480,5.13
3.3654675000000003,84687,0.01,7766,10,16484,5.04
3.36532155,84706,0.01,7767,10,16488,5.04
3.3106366300000003,84722,0.01,7769,10,16492,4.98
3.3230991700000003,84742,0.01,7771,10,16496,5.0
3.3151615199999998,84755,0.01,7772,10,16500,4.99
3.38024516,84779,0.01,7774,10,16504,5.06
3.2619733199999996,84789,0.01,7775,10,16508,4.9
3.4145278299999995,84827,0.01,7778,10,16512,5.08
3.4176757099999997,84840,0.01,7780,10,16516,5.07
3.5943767599999994,84886,0.01,7784,10,16520,5.33
3.63482482,84912,0.01,7786,10,16524,5.41
3.6521750800000006,84937,0.01,7788,10,16528,5.43
3.43957453,84952,0.01,7790,10,16532,5.17
3.48724216,84974,0.01,7792,10,16536,5.25
3.4507382900000003,84991,0.01,7793,10,16540,5.21
3.54094608,85019,0.01,7796,10,16544,5.33
3.5380304999999996,85031,0.01,7797,10,16548,5.33
3.5966033699999995,85055,0.01,7799,10,16552,5.42
3.812781139999999,85092,0.01,7803,10,16556,5.66
3.8140345799999995,85122,0.01,7805,10,16560,5.66
3.77148392,85144,0.01,7807,10,16564,5.63
3.7769807499999994,85166,0.01,7809,10,16568,5.64
3.75076452,85189,0.01,7811,10,16572,5.61
3.7714892799999995,85200,0.01,7812,10,16576,5.63
3.75317578,85224,0.01,7815,10,16580,5.6
3.7923350499999997,85252,0.01,7817,10,16584,5.65
3.7622245700000003,85267,0.01,7819,10,16588,5.61
3.7613357399999994,85284,0.01,7820,10,16592,5.62
3.7051034699999996,85297,0.01,7821,10,16596,5.55
3.8165205099999997,85324,0.01,7824,10,16600,5.69
3.7198945300000004,85338,0.01,7825,10,16604,5.59
3.88774306,85369,0.01,7828,10,16608,5.8
3.74079683,85390,0.01,7830,10,16612,5.63
3.8478563,85417,0.01,7832,10,16616,5.77
3.6346717799999997,85433,0.01,7834,10,16620,5.47
3.58306191,85451,0.01,7836,10,16624,5.39
3.53117456,85470,0.01,7837,10,16628,5.33
3.6781816600000004,85502,0.01,7840,10,16632,5.5
3.76560928,85533,0.01,7843,10,16636,5.59
3.77678985,85551,0.01,7845,10,16640,5.6
3.6306822299999997,85560,0.01,7846,10,16644,5.41
3.63388175,85572,0.01,7847,10,16648,5.41
3.6660587200000005,85599,0.01,7849,10,16652,5.44
3.53279665,85622,0.01,7851,10,16656,5.3
3.4190557599999996,85638,0.01,7853,10,16660,5.16
3.362419429999999,85652,0.01,7854,10,16664,5.08
3.2935826300000004,85665,0.01,7855,10,16668,4.99
3.2540470599999995,85684,0.01,7857,10,16672,4.95
3.2954209299999997,85701,0.01,7858,10,16676,5.01
3.22351263,85716,0.01,7860,10,16680,4.92
3.11303665,85730,0.01,7861,10,16684,4.78
3.1317258299999997,85747,0.01,7863,10,16688,4.8
3.1295069200000007,85762,0.01,7864,10,16692,4.78
3.1975351000000005,85783,0.01,7866,10,16696,4.86
3.1319834999999996,85802,0.01,7868,10,16700,4.78
3.12370405,85815,0.01,7869,10,16704,4.77
2.9956661799999993,85830,0.01,7870,10,16708,4.61
3.0471033800000003,85857,0.01,7873,10,16712,4.67
2.9654207099999996,85873,0.01,7874,10,16716,4.56
3.058976780000001,85898,0.01,7876,10,16720,4.65
3.07832271,85919,0.01,7878,10,16724,4.68
3.0028571300000007,85928,0.01,7879,10,16728,4.58
2.9240519600000003,85953,0.01,7882,10,16732,4.51
2.77468208,85965,0.01,7883,10,16736,4.32
2.8099810699999996,85986,0.01,7885,10,16740,4.35
2.85237429,86001,0.01,7886,10,16744,4.41
2.8301443699999997,86010,0.01,7887,10,16748,4.38
2.7546884599999997,86026,0.01,7888,10,16752,4.27
2.8332246799999994,86058,0.01,7891,10,16756,4.36
2.83165944,86074,0.01,7893,10,16760,4.36
2.85970961,86092,0.01,7894,10,16764,4.4
2.9718844799999995,86119,0.01,7897,10,16768,4.54
2.9501560399999995,86134,0.01,7898,10,16772,4.5
2.9567251299999997,86151,0.01,7900,10,16776,4.5
2.9936676500000003,86171,0.01,7902,10,16780,4.55
3.01874175,86188,0.01,7903,10,16784,4.58
3.2002874499999994,86231,0.01,7907,10,16788,4.84
3.1542637499999997,86241,0.01,7908,10,16792,4.79
3.11864722,86258,0.01,7910,10,16796,4.75
3.20796974,86289,0.01,7912,10,16800,4.87
3.32286972,86316,0.01,7915,10,16804,5.01
3.4259394399999996,86346,0.01,7918,10,16808,5.16
3.33074182,86362,0.01,7919,10,16812,5.05
3.50617505,86400,0.01,7923,10,16816,5.27
3.43872793,86419,0.01,7924,10,16820,5.21
3.40917352,86435,0.01,7926,10,16824,5.16
3.4447495799999994,86448,0.01,7927,10,16828,5.2
3.4271963199999993,86469,0.01,7929,10,16832,5.16
3.58146181,86501,0.01,7932,10,16836,5.36
3.69303332,86539,0.01,7935,10,16840,5.53
3.6665972600000005,86551,0.01,7936,10,16844,5.5
3.8181367899999996,86581,0.01,7939,10,16848,5.71
3.79977734,86596,0.01,7941,10,16852,5.7
3.73362248,86620,0.01,7943,10,16856,5.62
3.8036282999999997,86644,0.01,7945,10,16860,5.7
3.84898603,86666,0.01,7947,10,16864,5.74
3.756663039999999,86682,0.01,7948,10,16868,5.63
3.74725931,86696,0.01,7950,10,16872,5.62
3.73343708,86711,0.01,7951,10,16876,5.6
3.81124498,86739,0.01,7954,10,16880,5.68
3.80790052,86753,0.01,7955,10,16884,5.65
3.7060444099999996,86780,0.01,7957,10,16888,5.49
3.82600592,86806,0.01,7960,10,16892,5.65
3.81640515,86822,0.01,7961,10,16896,5.64
3.67386695,86834,0.01,7962,10,16900,5.45
3.78635515,86874,0.01,7966,10,16904,5.58
3.7502036399999996,86896,0.01,7968,10,16908,5.5
3.7426325800000004,86910,0.01,7969,10,16912,5.48
3.58337884,86930,0.01,7971,10,16916,5.3
3.6026662999999997,86949,0.01,7973,10,16920,5.3
3.57078439,86962,0.01,7974,10,16924,5.27
3.6214307499999996,86982,0.01,7976,10,16928,5.34
3.641304359999999,87006,0.01,7978,10,16932,5.37
3.5625797199999996,87029,0.01,7980,10,16936,5.28
3.4623028200000006,87051,0.01,7982,10,16940,5.12
3.5206541600000003,87070,0.01,7984,10,16944,5.19
3.4570548300000006,87089,0.01,7986,10,16948,5.08
3.52398006,87112,0.01,7988,10,16952,5.16
3.473130430000001,87129,0.01,7989,10,16956,5.09
3.37160985,87142,0.01,7991,10,16960,4.98
3.34984687,87162,0.01,7992,10,16964,4.96
3.4751788799999996,87195,0.01,7995,10,16968,5.13
3.5051991900000004,87214,0.01,7997,10,16972,5.18
3.5382219900000003,87235,0.01,7999,10,16976,5.24
3.42174328,87249,0.01,8000,10,16980,5.1
3.4744173399999996,87272,0.01,8003,10,16984,5.19
3.3563055899999994,87284,0.01,8004,10,16988,5.04
3.2528322800000002,87296,0.01,8005,10,16992,4.9
3.3647735699999997,87325,0.01,8007,10,16996,5.03
3.4273390900000003,87344,0.01,8009,10,17000,5.1
3.1995650199999996,87356,0.01,8010,10,17004,4.82
3.23194687,87383,0.01,8013,10,17008,4.87
3.2515986099999994,87400,0.01,8014,10,17012,4.9
3.2560353600000003,87419,0.01,8016,10,17016,4.89
3.1599036199999997,87428,0.01,8017,10,17020,4.79
3.2542975999999992,87450,0.01,8019,10,17024,4.88
3.2097055,87464,0.01,8020,10,17028,4.82
3.2490727699999997,87495,0.01,8023,10,17032,4.89
3.32995475,87528,0.01,8026,10,17036,4.99
3.3138071399999998,87549,0.01,8028,10,17040,4.98
3.2989215400000007,87567,0.01,8029,10,17044,4.97
3.2882919200000003,87588,0.01,8031,10,17048,4.99
3.2779693199999995,87608,0.01,8033,10,17052,4.96
3.248779869999999,87621,0.01,8034,10,17056,4.92
3.27181721,87636,0.01,8036,10,17060,4.94
3.30821638,87662,0.01,8038,10,17064,5.0
3.30669153,87693,0.01,8041,10,17068,4.98
3.34829135,87715,0.01,8043,10,17072,5.01
3.3170671499999997,87731,0.01,8045,10,17076,4.96
3.29935632,87744,0.01,8046,10,17080,4.95
3.27010637,87764,0.01,8048,10,17084,4.92
3.28788677,87778,0.01,8049,10,17088,4.94
3.3205731599999995,87794,0.01,8050,10,17092,4.98
3.3057001500000003,87821,0.01,8053,10,17096,4.96
3.23504717,87833,0.01,8054,10,17100,4.89
3.2624338899999996,87849,0.01,8055,10,17104,4.93
3.2366318499999993,87871,0.01,8057,10,17108,4.88
3.2110405600000003,87885,0.01,8059,10,17112,4.85
3.176316619999999,87901,0.01,8060,10,17116,4.82
3.3302672499999995,87930,0.01,8063,10,17120,5.02
3.22421015,87940,0.01,8064,10,17124,4.9
3.22012027,87954,0.01,8065,10,17128,4.9
3.12738539,87972,0.01,8067,10,17132,4.77
3.0772396100000003,87999,0.01,8069,10,17136,4.71
3.0489879699999993,88018,0.01,8071,10,17140,4.69
3.0596836899999995,88035,0.01,8072,10,17144,4.68
3.0018819199999998,88047,0.01,8074,10,17148,4.59
2.9433733600000007,88062,0.01,8075,10,17152,4.54
2.9636065900000004,88080,0.01,8077,10,17156,4.59
3.07518756,88110,0.01,8079,10,17160,4.74
2.99566601,88125,0.01,8081,10,17164,4.63
3.0814408199999996,88169,0.01,8085,10,17168,4.76
3.049432699999999,88187,0.01,8086,10,17172,4.72
3.091975229999999,88209,0.01,8088,10,17176,4.78
