time/iterations,rollout/ep_len_mean,train/n_updates,train/entropy_loss,time/total_timesteps,train/learning_rate,time/time_elapsed,train/value_loss,time/fps,rollout/ep_rew_mean,train/explained_variance,train/policy_loss
100,23.11,99,-0.4546605050563812,4000,0.000797132,47,24.501035690307617,83,16.01103855,-0.052153944969177246,2.080408811569214
200,24.41,199,-0.32197004556655884,8000,0.000763932,94,6.261450290679932,84,16.66554024,0.8601798415184021,0.07423318177461624
300,25.06,299,-0.3487148880958557,12000,0.000730732,142,7.312966346740723,84,17.090260899999997,0.8932831883430481,-0.24954000115394592
400,27.75,399,-0.11075954139232635,16000,0.0006975320000000001,188,8.204828262329102,84,19.292740780000003,0.8813757300376892,-0.04547792673110962
500,27.93,499,-0.03885751590132713,20000,0.000664332,235,23.487682342529297,84,19.21495002,0.6516116857528687,-0.0023956720251590014
600,28.62,599,-0.0513022355735302,24000,0.000631132,282,5.961120128631592,84,19.79140639,0.9131014943122864,0.004255820997059345
700,27.46,699,-0.15164217352867126,28000,0.0005979319999999999,329,5.620846748352051,84,18.963387639999997,0.9120306968688965,0.34962454438209534
800,29.17,799,-0.1572677344083786,32000,0.000564732,376,28.242095947265625,84,20.15151293,0.7324081063270569,-0.29373815655708313
900,32.2,899,-0.06118001416325569,36000,0.000531532,423,8.209881782531738,85,22.370506980000005,0.930155873298645,-0.010052698664367199
1000,31.69,999,-0.10696595907211304,40000,0.0004983320000000001,469,28.356704711914062,85,21.96450068,0.786376953125,0.21473689377307892
1100,30.44,1099,-0.10165779292583466,44000,0.000465132,516,53.31352996826172,85,21.160737540000003,-0.4463151693344116,1.5199253559112549
1200,34.72,1199,-0.17305627465248108,48000,0.000431932,563,4.882143020629883,85,24.184613220000006,0.8581564426422119,0.15361426770687103
1300,31.07,1299,-0.15502183139324188,52000,0.00039873200000000006,609,63.77750778198242,85,21.53183523,0.4446343779563904,-3.0682835578918457
1400,33.98,1399,-0.06115815043449402,56000,0.000365532,656,7.621415615081787,85,23.559734440000003,0.6969276666641235,0.4074671268463135
1500,34.34,1499,-0.021229153499007225,60000,0.00033233199999999996,703,5.671558856964111,85,23.783356880000007,0.5400072336196899,-0.001668477663770318
1600,32.96,1599,-0.02133234776556492,64000,0.000299132,750,1.886191964149475,85,22.805753900000003,0.8416796922683716,0.001752187730744481
1700,32.43,1699,-0.04548543691635132,68000,0.00026593200000000003,797,4.975558280944824,85,22.492194350000005,0.43868786096572876,0.011983243748545647
1800,32.41,1799,-0.11273118108510971,72000,0.00023273199999999998,844,62.665618896484375,85,22.581731610000002,0.457547664642334,0.42084383964538574
1900,33.75,1899,-0.1980958878993988,76000,0.00019953199999999996,890,104.9833755493164,85,23.403455129999998,0.41903144121170044,-6.004040241241455
2000,32.32,1999,-0.1277742236852646,80000,0.00016633200000000002,937,8.316160202026367,85,22.471567840000006,0.1020892858505249,0.6004632711410522
2100,34.51,2099,-0.09296413511037827,84000,0.000133132,983,22.199657440185547,85,23.954897960000004,0.686070442199707,-0.2612047493457794
2200,34.14,2199,-0.16954369843006134,88000,9.993199999999996e-05,1030,28.669628143310547,85,23.72274135,0.5529433488845825,0.25438183546066284
2300,36.18,2299,-0.11419208347797394,92000,6.673200000000002e-05,1077,92.29661560058594,85,25.358109640000002,0.36144906282424927,-0.5204336047172546
2400,34.88,2399,-0.04086426645517349,96000,3.353199999999999e-05,1123,2.2281298637390137,85,24.32191694,0.15266847610473633,0.008368236944079399
2500,34.31,2499,-0.17115043103694916,100000,3.3199999999996343e-07,1170,122.1270751953125,85,23.994310940000002,0.36771631240844727,0.4355834126472473
