time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,train/n_updates,train/loss,train/approx_kl
1,6.72,1452,0,4.69279279,1024,,,,,,,,,,
2,7.26,2859,0,5.01943564,2048,0.23095703125,0.09897600000000001,-0.010236184753011912,-1.6058667600154877,0.00024744,5.983724266290665,-0.02645587921142578,4,2.522437334060669,0.0034800677
3,7.01,4330,0,4.76961203,3072,0.162841796875,0.097952,-0.005707401636755094,-1.5973739624023438,0.00024488,10.21896231174469,-0.018198013305664062,8,4.553562641143799,0.0029848076
4,9.16,5529,0,6.4021298999999985,4096,0.161376953125,0.09692800000000001,-0.005383715993957594,-1.5877020955085754,0.00024232000000000002,9.458280146121979,0.006525158882141113,12,4.738837242126465,0.003831971
5,9.69,6792,0,6.701926290000001,5120,0.186767578125,0.095904,-0.006200451636686921,-1.5634378343820572,0.00023976,11.836401879787445,-0.019605159759521484,16,5.684578895568848,0.0049241195
6,9.75,7991,0,6.718296199999998,6144,0.1962890625,0.09488,-0.0030818639788776636,-1.526209220290184,0.0002372,14.646076798439026,-0.009685039520263672,20,6.959364891052246,0.005968108
7,10.06,9127,0,6.8553877399999985,7168,0.27880859375,0.093856,-0.007056241622194648,-1.4726950153708458,0.00023464,16.855636298656464,0.007527351379394531,24,7.931666851043701,0.006536605
8,12.47,10198,0,8.63935662,8192,0.271484375,0.09283200000000001,-0.005017232557293028,-1.4464162960648537,0.00023208000000000001,17.656096816062927,-0.00562286376953125,28,8.483970642089844,0.0039634425
9,11.6,11253,0,7.94756489,9216,0.1875,0.091808,-0.0030094569374341518,-1.3992625549435616,0.00022952,21.12472176551819,0.013872802257537842,32,10.758621215820312,0.0060466207
10,14.74,12164,0,10.248194820000002,10240,0.369140625,0.090784,-0.0038517894863616675,-1.3326890096068382,0.00022696,23.796408891677856,0.020678162574768066,36,11.951739311218262,0.007140484
11,15.41,13027,0,10.636082530000001,11264,0.203125,0.08976,-0.003129430173430592,-1.2554105296730995,0.0002244,26.96505057811737,0.007190227508544922,40,13.742792129516602,0.006146571
12,14.12,13938,0,9.65544246,12288,0.2060546875,0.08873600000000001,-0.0013972799060866237,-1.2214725464582443,0.00022184,29.917263507843018,0.05281567573547363,44,13.237776756286621,0.0053526806
13,15.21,14768,0,10.48540387,13312,0.1748046875,0.08771200000000001,0.004352632939117029,-1.1668666824698448,0.00021928,32.888484954833984,0.0838506817817688,48,13.94316577911377,0.00466262
14,18.03,15487,0,12.418535689999999,14336,0.12255859375,0.086688,0.0013402276672422886,-1.0801859498023987,0.00021672,33.31086719036102,0.0950050950050354,52,16.504148483276367,0.005709389
15,17.99,16286,0,12.456255649999997,15360,0.061767578125,0.08566400000000002,0.0013969797873869538,-1.0636533983051777,0.00021416000000000002,34.65466582775116,0.0871204137802124,56,17.933460235595703,0.000949519
16,19.34,16941,0,13.436887489999998,16384,0.236083984375,0.08464,-0.0004328678478486836,-1.006882268935442,0.00021160000000000002,39.473854303359985,0.052215635776519775,60,19.00177574157715,0.0016452458
17,19.89,17643,0,13.710124369999999,17408,0.125,0.08361600000000001,0.0013612520633614622,-0.9293850809335709,0.00020904000000000002,40.801108837127686,0.12184363603591919,64,20.188007354736328,0.00069223344
