time/iterations,rollout/ep_len_mean,train/n_updates,train/entropy_loss,time/total_timesteps,train/learning_rate,time/time_elapsed,train/value_loss,time/fps,rollout/ep_rew_mean,train/explained_variance,train/policy_loss
100,28.22,99,-0.21393156051635742,4000,0.000797132,47,4.441920757293701,84,19.73009565,-0.014532089233398438,0.7364872694015503
200,32.7,199,-0.4708293080329895,8000,0.000763932,93,22.96625328063965,85,22.709791790000004,0.6110514402389526,0.08109070360660553
300,34.88,299,-0.3410245180130005,12000,0.000730732,141,19.000869750976562,85,24.078600350000002,0.1948833465576172,0.4364376962184906
400,36.58,399,-0.18236501514911652,16000,0.0006975320000000001,187,3.9913527965545654,85,25.24418639000001,0.9756796956062317,0.4887504577636719
500,36.76,499,-0.2148609459400177,20000,0.000664332,234,11.353498458862305,85,25.551355540000003,0.8693566918373108,-0.7775086760520935
600,36.72,599,-0.18747937679290771,24000,0.000631132,280,53.98386764526367,85,25.5877662,0.660321831703186,0.311865895986557
700,39.04,699,-0.07987344264984131,28000,0.0005979319999999999,327,8.860109329223633,85,27.149550810000004,0.9446811079978943,0.0171833299100399
800,36.44,799,-0.0690879076719284,32000,0.000564732,373,7.357761383056641,85,25.132435250000004,0.8510575294494629,0.002956586191430688
900,40.58,899,-0.05615687370300293,36000,0.000531532,420,3.169835090637207,85,28.413551100000003,-0.22675621509552002,0.01509771030396223
1000,34.64,999,-0.046822551637887955,40000,0.0004983320000000001,467,13.01667594909668,85,23.96932785,0.886942446231842,0.006776272319257259
1100,37.39,1099,-0.032661475241184235,44000,0.000465132,514,25.973766326904297,85,26.050210770000007,0.8575037717819214,0.009794486686587334
1200,37.56,1199,-0.04151580482721329,48000,0.000431932,560,3.5947728157043457,85,26.007096239999996,0.9769738912582397,0.006787446793168783
1300,36.44,1299,-0.04441054165363312,52000,0.00039873200000000006,607,72.1216812133789,85,25.115105350000004,0.6862595677375793,-2.359100103378296
1400,37.88,1399,-0.018172670155763626,56000,0.000365532,653,12.332338333129883,85,26.280436530000003,0.9194480776786804,0.0006775899091735482
1500,36.89,1499,-0.02969604730606079,60000,0.00033233199999999996,701,10.637563705444336,85,25.413769439999996,0.9418379664421082,0.007578020449727774
1600,36.6,1599,-0.020678285509347916,64000,0.000299132,748,12.461962699890137,85,25.491544180000005,0.9518167972564697,-0.001118125976063311
1700,39.04,1699,-0.021048739552497864,68000,0.00026593200000000003,795,12.715598106384277,85,27.11844269000001,0.9288459420204163,0.0003833005903288722
1800,35.58,1799,-0.037136610597372055,72000,0.00023273199999999998,841,40.21238327026367,85,24.652417340000003,0.869819164276123,5.640053749084473
1900,37.34,1899,-0.029684510082006454,76000,0.00019953199999999996,888,207.06240844726562,85,25.810439100000004,0.35105836391448975,8.296417236328125
2000,38.27,1999,-0.02165871486067772,80000,0.00016633200000000002,934,22.326488494873047,85,26.355301940000004,0.6419565677642822,0.003268053289502859
2100,36.58,2099,-0.03488181158900261,84000,0.000133132,981,18.934900283813477,85,25.274443119999997,0.9095587730407715,0.0014426952693611383
2200,37.59,2199,-0.030893582850694656,88000,9.993199999999996e-05,1027,37.21387481689453,85,26.046208880000005,0.8255488872528076,-0.0031967475078999996
2300,36.69,2299,-0.0292487982660532,92000,6.673200000000002e-05,1074,9.57419490814209,85,25.20154576,0.931034505367279,0.00036050015478394926
2400,34.82,2399,-0.03271424397826195,96000,3.353199999999999e-05,1121,26.890966415405273,85,24.07532546,0.9184567928314209,0.026692787185311317
2500,36.44,2499,-0.025528956204652786,100000,3.3199999999996343e-07,1167,3.6436164379119873,85,25.244665760000007,0.9893325567245483,0.002692796755582094
