time/iterations,rollout/ep_len_mean,train/n_updates,train/entropy_loss,time/total_timesteps,train/learning_rate,time/time_elapsed,train/value_loss,time/fps,rollout/ep_rew_mean,train/explained_variance,train/policy_loss
100,32.16,99,-0.37803810834884644,4000,0.000797132,47,16.11501693725586,84,22.310916869999996,-0.0008134841918945312,1.3087499141693115
200,33.0,199,-0.7893366813659668,8000,0.000763932,102,3.830623149871826,78,22.81254015,0.0019584298133850098,1.1916327476501465
300,27.28,299,-0.7298392057418823,12000,0.000730732,151,3.926104784011841,79,18.88216336,0.002366304397583008,1.1869027614593506
400,34.29,399,-0.7214096784591675,16000,0.0006975320000000001,200,3.514740467071533,79,23.84243426,0.00030666589736938477,1.2657828330993652
500,34.41,499,-0.7200841903686523,20000,0.000664332,247,106.42769622802734,80,23.888598199999997,1.3947486877441406e-05,-2.314929485321045
600,36.25,599,-0.640841543674469,24000,0.000631132,293,3.466505765914917,81,25.34515120000001,2.4259090423583984e-05,1.170212745666504
700,36.03,699,-0.704314112663269,28000,0.0005979319999999999,338,3.5060737133026123,82,25.042475110000005,3.3736228942871094e-05,1.112758994102478
800,34.65,799,-0.7080197930335999,32000,0.000564732,384,3.2929813861846924,83,23.97877171,3.516674041748047e-06,1.11454176902771
900,36.42,899,-0.574339747428894,36000,0.000531532,429,3.0424041748046875,83,25.47379234,-5.042552947998047e-05,0.5540586709976196
1000,36.4,999,-0.6270656585693359,40000,0.0004983320000000001,475,3.132072925567627,84,25.221309610000002,5.435943603515625e-05,1.1139642000198364
1100,33.24,1099,-0.6277282238006592,44000,0.000465132,521,78.09538269042969,84,22.9702179,1.9669532775878906e-05,-0.06092502921819687
1200,35.86,1199,-0.6743934750556946,48000,0.000431932,566,3.188627243041992,84,25.022582670000006,-2.300739288330078e-05,0.87086421251297
1300,36.86,1299,-0.7186076045036316,52000,0.00039873200000000006,612,3.073774814605713,84,25.462233789999996,2.7000904083251953e-05,1.1008992195129395
1400,31.89,1399,-0.7026986479759216,56000,0.000365532,657,59.68339920043945,85,21.963000360000006,8.821487426757812e-06,-0.1917683184146881
1500,34.37,1499,-0.665162980556488,60000,0.00033233199999999996,702,3.1078097820281982,85,23.813633790000004,6.085634231567383e-05,0.9785744547843933
1600,35.65,1599,-0.6559262275695801,64000,0.000299132,748,2.960291624069214,85,24.902677810000004,3.063678741455078e-05,0.8803329467773438
1700,32.68,1699,-0.6399155259132385,68000,0.00026593200000000003,793,33.81671142578125,85,22.5938597,-3.2186508178710938e-06,-0.12957485020160675
1800,35.86,1799,-0.6093071103096008,72000,0.00023273199999999998,838,149.6003875732422,85,24.890618190000005,1.0371208190917969e-05,-0.4120229184627533
1900,37.17,1899,-0.6840675473213196,76000,0.00019953199999999996,884,2.943763017654419,85,25.656316839999995,1.7523765563964844e-05,0.9450221061706543
2000,33.86,1999,-0.6753088235855103,80000,0.00016633200000000002,929,99.39347076416016,86,23.521918340000003,-2.2649765014648438e-06,-0.6278164386749268
2100,36.07,2099,-0.6509155631065369,84000,0.000133132,974,36.50581741333008,86,24.971330650000006,5.125999450683594e-06,0.3774605691432953
2200,34.9,2199,-0.6689082980155945,88000,9.993199999999996e-05,1019,167.400146484375,86,24.101765259999997,4.887580871582031e-06,-1.6381633281707764
2300,35.66,2299,-0.6781816482543945,92000,6.673200000000002e-05,1065,2.9457883834838867,86,24.765540170000005,1.1205673217773438e-05,1.0040059089660645
2400,34.31,2399,-0.6794382333755493,96000,3.353199999999999e-05,1111,37.73014831542969,86,23.90821411,-4.291534423828125e-06,0.452514111995697
2500,37.66,2499,-0.6790945529937744,100000,3.3199999999996343e-07,1156,106.4995346069336,86,26.05958604,2.980232238769531e-07,-0.9552728533744812
