rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/episodes
0.997822,5.5,1,12,3.8220210000000003,22,4
0.9960400000000005,5.0,3,12,3.2218565,40,8
0.9937629999999998,5.25,4,12,3.455175833333333,63,12
0.9914860000000003,5.375,6,12,3.57044975,86,16
0.9890109999999994,5.55,8,12,3.737712749999999,111,20
0.9867339999999999,5.583333333333333,10,12,3.7202025000000005,134,24
0.985249,5.321428571428571,11,12,3.521364678571429,149,28
0.983566,5.1875,13,12,3.433866375,166,32
0.981388,5.222222222222222,14,12,3.4701237777777774,188,36
0.9778239999999998,5.6,17,12,3.738045725,224,40
0.9749529999999997,5.75,20,12,3.859852295454545,253,44
0.9725769999999995,5.770833333333333,21,12,3.8693787500000005,277,48
0.9702010000000004,5.788461538461538,23,12,3.8567085384615387,301,52
0.9682209999999996,5.732142857142857,25,12,3.835133589285714,321,56
0.965944,5.733333333333333,27,12,3.8371617333333328,344,60
0.9633699999999996,5.78125,29,12,3.881347265625,370,64
0.9623799999999998,5.588235294117647,30,12,3.7269438382352944,380,68
0.9595089999999996,5.680555555555555,32,12,3.8188728888888885,409,72
0.9574300000000003,5.657894736842105,34,12,3.815141223684211,430,76
0.9540640000000002,5.8,36,12,3.92046945,464,80
0.9526779999999999,5.690476190476191,37,12,3.841693476190476,478,84
0.9509949999999999,5.625,39,12,3.7875549545454543,495,88
0.9493119999999998,5.565217391304348,40,12,3.7416237499999996,512,92
0.9473320000000001,5.541666666666667,42,12,3.7307518333333327,532,96
0.9459459999999998,5.46,43,12,3.6681488799999995,546,100
0.9432729999999999,5.51,45,12,3.6956200599999995,573,104
0.9419860000000002,5.46,46,12,3.6627137300000006,586,108
0.9402039999999996,5.41,47,12,3.61668206,604,112
0.9378280000000004,5.42,49,12,3.62445031,628,116
0.9360459999999998,5.35,51,12,3.5666185,646,120
0.9336699999999996,5.36,53,12,3.58908332,670,124
0.9308980000000001,5.49,55,12,3.72380789,698,128
0.9279280000000005,5.62,57,12,3.82315305,728,132
0.9267400000000003,5.52,58,12,3.74089687,740,136
0.9231760000000001,5.52,61,12,3.75446044,776,140
0.9216910000000003,5.38,62,12,3.6404654799999996,791,144
0.9196119999999999,5.35,64,12,3.61277732,812,148
0.9180280000000005,5.27,65,12,3.559859180000001,828,152
0.9154540000000001,5.33,67,12,3.60004351,854,156
0.914266,5.22,68,12,3.5212300699999997,866,160
0.9119890000000005,5.19,70,12,3.5068635800000005,889,164
0.910405,5.25,71,12,3.56260314,905,168
0.9088209999999995,5.12,73,12,3.4550844999999994,921,172
0.9074350000000003,5.05,74,12,3.3872993999999994,935,176
0.9062470000000002,4.83,75,12,3.2157427899999997,947,180
0.9044649999999995,4.87,76,12,3.23136339,965,184
0.9031779999999999,4.83,77,12,3.21002291,978,188
0.9020890000000005,4.77,78,12,3.16212765,989,192
0.8979309999999996,4.99,81,12,3.31277802,1031,196
0.8959509999999998,5.05,83,12,3.36747865,1051,200
0.8945649999999995,4.92,84,12,3.27541901,1065,204
0.8931790000000004,4.93,85,12,3.2891736600000003,1079,208
0.8904069999999997,5.03,87,12,3.37900212,1107,212
0.8885259999999995,4.98,89,12,3.3497070599999996,1126,216
0.8843679999999998,5.22,92,12,3.51343677,1168,220
0.8825860000000002,5.16,94,12,3.46303999,1186,224
0.8810019999999997,5.04,95,12,3.33696527,1202,228
0.879715,4.87,96,12,3.2092625499999996,1215,232
0.8782300000000003,4.9,97,12,3.23125684,1230,236
0.8769429999999995,4.67,98,12,3.0506986600000006,1243,240
0.8751609999999999,4.7,99,12,3.08397612,1261,244
0.8732799999999996,4.68,101,12,3.07959565,1280,248
0.8709039999999995,4.76,103,12,3.15347405,1304,252
0.8686269999999999,4.73,105,12,3.1210637899999996,1327,256
0.8665479999999995,4.82,106,12,3.1769851,1348,260
0.8647659999999999,4.77,108,12,3.12867689,1366,264
0.8613010000000003,4.96,111,12,3.27103422,1401,268
0.8571429999999994,5.22,114,12,3.4526151200000004,1443,272
0.8549649999999995,5.3,116,12,3.5248626299999994,1465,276
0.8534799999999997,5.33,117,12,3.55587231,1480,280
0.8518960000000002,5.31,118,12,3.5482324199999997,1496,284
0.85051,5.32,119,12,3.5517692899999993,1510,288
0.848332,5.43,121,12,3.6317571500000003,1532,292
0.8461540000000001,5.23,123,12,3.5013646599999992,1554,296
0.8433820000000005,5.31,125,12,3.5386738299999996,1582,300
0.8419960000000003,5.31,126,12,3.5386458999999997,1596,304
0.8392239999999997,5.45,128,12,3.6558037800000007,1624,308
0.8365509999999998,5.44,130,12,3.62199119,1651,312
0.8347690000000002,5.43,132,12,3.59588887,1669,316
0.8334819999999994,5.14,133,12,3.3879736200000004,1682,320
0.8319969999999997,5.11,134,12,3.3698287,1697,324
0.8309080000000002,5.06,135,12,3.32978396,1708,328
0.8293239999999997,5.09,136,12,3.34794059,1724,332
0.8279380000000005,5.08,137,12,3.3461589600000003,1738,336
0.8259579999999996,5.15,139,12,3.3991819700000003,1758,340
0.8233840000000003,5.23,141,12,3.4581573499999996,1784,344
0.8202160000000005,5.36,143,12,3.562906240000001,1816,348
0.8171470000000002,5.43,146,12,3.62438887,1847,352
0.8136820000000005,5.55,149,12,3.70728598,1882,356
0.8118999999999998,5.52,150,12,3.695145299999999,1900,360
0.8095239999999997,5.58,152,12,3.734051809999999,1924,364
0.8061579999999996,5.57,155,12,3.72345708,1958,368
0.8039799999999996,5.37,156,12,3.59366861,1980,372
0.801703,5.38,158,12,3.60710527,2003,376
0.7997230000000003,5.43,160,12,3.6522158499999993,2023,380
0.7974459999999997,5.5,162,12,3.7040202399999997,2046,384
0.7957629999999997,5.53,163,12,3.715689479999999,2063,388
0.7938820000000005,5.5,164,12,3.71496784,2082,392
0.7913080000000001,5.54,167,12,3.73814256,2108,396
0.7898230000000003,5.41,168,12,3.65891211,2123,400
0.7870509999999997,5.55,170,12,3.74521162,2151,404
0.7848729999999997,5.49,172,12,3.686985300000001,2173,408
0.7836849999999996,5.34,173,12,3.5849911100000003,2185,412
0.78121,5.41,175,12,3.63857605,2210,416
0.7794280000000003,5.46,176,12,3.675157449999999,2228,420
0.7780420000000001,5.45,177,12,3.6623438200000002,2242,424
0.7747749999999995,5.67,180,12,3.84660123,2275,428
0.7723990000000005,5.75,182,12,3.89753449,2299,432
0.77032,5.82,183,12,3.9511429500000004,2320,436
