train/entropy_loss,train/learning_rate,train/value_loss,train/policy_loss,train/explained_variance,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/total_timesteps,train/n_updates,time/time_elapsed,time/fps
-0.07296732813119888,0.000797132,10.22840404510498,0.33330100774765015,0.03415346145629883,10.122530730000001,100,15.22,4000,99,51,77
-0.07542192935943604,0.000763932,4.738473892211914,0.022717483341693878,0.3150789141654968,11.589053709999996,200,17.34,8000,199,102,77
-0.04015467315912247,0.000730732,17.08647346496582,-0.003768532769754529,0.07137006521224976,10.014204969999998,300,15.07,12000,299,154,77
-0.03081883117556572,0.0006975320000000001,10.000167846679688,0.002822285983711481,0.18644636869430542,9.570158280000001,400,14.59,16000,399,205,77
-0.034933000802993774,0.000664332,8.648653030395508,0.005960344336926937,0.17593663930892944,9.7401246,500,14.79,20000,499,257,77
-0.12204676866531372,0.000631132,14.845499038696289,-1.3794138431549072,0.22698253393173218,10.805697539999999,600,16.42,24000,599,309,77
-0.057115666568279266,0.0005979319999999999,14.736032485961914,-0.0013805986382067204,0.153728187084198,10.34170925,700,15.7,28000,699,360,77
-0.05193724483251572,0.000564732,14.603306770324707,0.2558467388153076,0.17558681964874268,10.173598609999997,800,15.4,32000,799,412,77
-0.07682023197412491,0.000531532,14.636003494262695,-0.0019324191380292177,0.1885148286819458,9.9833813,900,15.06,36000,899,463,77
-0.059627097100019455,0.0004983320000000001,14.707015991210938,0.0004795418935827911,-0.05333209037780762,10.439688549999998,1000,15.86,40000,999,515,77
-0.10667219012975693,0.000465132,11.765335083007812,0.0065656802617013454,0.4021785855293274,10.36609825,1100,15.73,44000,1099,566,77
-0.11861767619848251,0.000431932,17.6912784576416,-0.02071567252278328,0.3257269263267517,10.549504840000003,1200,16.0,48000,1199,618,77
-0.11229903995990753,0.00039873200000000006,10.627180099487305,-0.0011026490246877074,-0.03852200508117676,9.81232241,1300,14.86,52000,1299,669,77
-0.060035206377506256,0.000365532,14.509725570678711,-0.004836895037442446,0.12510204315185547,10.925885160000002,1400,16.52,56000,1399,720,77
-0.05090772360563278,0.00033233199999999996,16.207902908325195,0.010087472386658192,0.09407520294189453,10.747445619999999,1500,16.16,60000,1499,772,77
-0.033048491925001144,0.000299132,25.5325984954834,-0.012950497679412365,0.21152138710021973,10.02348282,1600,15.23,64000,1599,823,77
-0.039240434765815735,0.00026593200000000003,5.980625152587891,0.0010010945843532681,0.3548128604888916,10.599633090000003,1700,15.94,68000,1699,875,77
-0.048441771417856216,0.00023273199999999998,22.435192108154297,-1.79305899143219,0.2121899127960205,10.45280274,1800,15.72,72000,1799,926,77
-0.04250480234622955,0.00019953199999999996,10.317760467529297,-0.00698197353631258,0.5220065116882324,11.041300040000001,1900,16.65,76000,1899,977,77
-0.039721861481666565,0.00016633200000000002,10.191791534423828,0.09902890771627426,-0.07078337669372559,9.388090530000001,2000,14.27,80000,1999,1029,77
-0.0493839755654335,0.000133132,6.339946746826172,-0.0031410842202603817,0.6645845174789429,9.82408287,2100,15.0,84000,2099,1080,77
-0.053349900990724564,9.993199999999996e-05,8.141469955444336,-0.18260787427425385,0.34230780601501465,10.407210910000002,2200,15.65,88000,2199,1132,77
-0.04551582783460617,6.673200000000002e-05,12.052236557006836,0.0738699734210968,0.2880803346633911,10.312090529999999,2300,15.66,92000,2299,1183,77
-0.04495915770530701,3.353199999999999e-05,16.27235221862793,-0.007134433835744858,0.4116367697715759,9.7916592,2400,14.85,96000,2399,1235,77
-0.04407855495810509,3.3199999999996343e-07,9.560626983642578,0.0011942645069211721,-0.20383226871490479,9.594553359999999,2500,14.51,100000,2499,1286,77
