rollout/ep_len_mean,train/n_updates,train/loss,time/total_timesteps,rollout/exploration_rate,train/learning_rate,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/episodes
3.5,12,0.12283415161073208,14,0.9989499999999998,0.00063,1,11,2.05972,4
4.625,36,0.057355090975761414,37,0.9972250000000001,0.00063,3,11,2.95993925,8
4.416666666666667,52,0.055184608325362206,53,0.9960249999999997,0.00063,4,11,2.8921044166666667,12
5.625,88,0.04047962184995413,90,0.99325,0.00063,7,11,3.8338965,16
5.6,108,0.03841871256008744,112,0.9915999999999999,0.00063,9,12,3.8139392499999993,20
5.625,132,0.03670531418174505,135,0.9898750000000003,0.00063,11,12,3.7837245833333335,24
5.357142857142857,148,0.04092647507786751,150,0.9887500000000005,0.00063,12,12,3.5758121785714287,28
5.21875,164,0.03840905334800482,167,0.9874750000000003,0.00063,13,11,3.4815079375,32
5.25,188,0.04527732916176319,189,0.9858250000000004,0.00063,15,11,3.512471833333333,36
5.625,224,0.03598118294030428,225,0.9831250000000002,0.00063,18,12,3.776158975,40
5.636363636363637,244,0.03690421674400568,248,0.9813999999999997,0.00063,20,12,3.8074948409090905,44
5.833333333333333,276,0.13813181035220623,280,0.9789999999999999,0.00063,23,12,3.9844919374999996,48
5.865384615384615,304,0.11471640504896641,305,0.977125,0.00063,25,12,3.975788096153845,52
6.017857142857143,336,0.10775287449359894,337,0.9747250000000001,0.00063,28,12,4.093018232142858,56
6.016666666666667,360,0.11504011414945126,361,0.972925,0.00063,30,12,4.082972516666667,60
6.046875,384,0.10270899720489979,387,0.9709749999999997,0.00063,32,12,4.101048703125,64
5.838235294117647,396,0.09508959576487541,397,0.9702249999999998,0.00063,33,12,3.9450339117647046,68
5.791666666666667,416,0.0948796235024929,417,0.968725,0.00063,34,12,3.8902663055555555,72
5.697368421052632,432,0.10966232419013977,433,0.9675250000000004,0.00063,36,12,3.8238321710526315,76
5.5875,444,0.09703060239553452,447,0.9664750000000002,0.00063,37,11,3.7426320750000004,80
5.607142857142857,468,0.10022643767297268,471,0.9646750000000001,0.00063,39,11,3.7550304880952385,84
5.6022727272727275,492,0.09519926458597183,493,0.963025,0.00063,41,11,3.7612970681818183,88
5.684782608695652,520,0.16831732541322708,523,0.9607750000000004,0.00063,43,12,3.8074086413043475,92
5.552083333333333,532,0.22410086542367935,533,0.9600250000000004,0.00063,44,11,3.6977939583333335,96
5.53,552,0.21430295705795288,553,0.9585249999999997,0.00063,46,11,3.7049497,100
5.8,592,0.17418916150927544,594,0.9554500000000004,0.00063,49,11,3.9097903700000005,104
5.78,612,0.18990373238921165,615,0.953875,0.00063,51,11,3.89626799,108
5.79,628,0.18080123141407967,632,0.9526,0.00063,52,11,3.88821506,112
5.87,676,0.17413632571697235,677,0.9492249999999995,0.00063,56,11,3.9540801900000004,116
5.79,688,0.1635846458375454,691,0.9481750000000002,0.00063,57,11,3.8887604000000007,120
5.71,704,0.19641156494617462,706,0.9470500000000004,0.00063,58,11,3.8446369200000006,124
5.72,720,0.163066066801548,722,0.94585,0.00063,60,11,3.86155237,128
5.82,748,0.1544983573257923,749,0.943825,0.00063,62,11,3.92688777,132
5.77,764,0.2781638503074646,766,0.94255,0.00063,63,11,3.88020121,136
5.89,812,0.253605954349041,814,0.9389499999999997,0.00063,67,11,3.9798874999999994,140
5.91,836,0.21968255564570427,839,0.9370749999999999,0.00063,69,11,3.9783421699999995,144
5.89,868,0.2038555070757866,869,0.9348250000000001,0.00063,72,11,3.9444032100000004,148
5.76,880,0.24171968922019005,881,0.9339250000000001,0.00063,73,11,3.8528800900000006,152
5.65,900,0.21696391329169273,902,0.9323499999999998,0.00063,75,11,3.7748928400000006,156
5.56,916,0.21378159523010254,917,0.931225,0.00063,76,11,3.72738229,160
5.48,932,0.24465028569102287,935,0.9298750000000002,0.00063,78,11,3.68227158,164
5.54,948,0.2577863410115242,951,0.9286749999999999,0.00063,79,11,3.7367497,168
5.55,968,0.2910982072353363,972,0.9271000000000004,0.00063,81,11,3.7597173100000005,172
5.49,980,0.2876569330692291,982,0.9263499999999996,0.00063,82,11,3.7059054599999994,176
5.65,1008,0.4098689407110214,1012,0.9240999999999998,0.00063,84,11,3.84655978,180
5.57,1024,0.42198147624731064,1028,0.9229000000000003,0.00063,85,11,3.79608314,184
5.59,1048,0.3165621683001518,1052,0.9211000000000003,0.00063,87,11,3.7985920400000004,188
5.43,1064,0.37421830743551254,1066,0.9200499999999999,0.00063,89,11,3.68770542,192
5.56,1088,0.34013376384973526,1089,0.9183250000000003,0.00063,91,11,3.79043909,196
5.52,1104,0.39446379989385605,1105,0.917125,0.00063,92,11,3.742904249999999,200
5.31,1124,0.32763538509607315,1125,0.9156250000000001,0.00063,94,11,3.5943478800000004,204
5.28,1140,0.3173966482281685,1143,0.9142749999999996,0.00063,95,11,3.565885630000001,208
5.23,1152,0.3622130677103996,1155,0.9133750000000004,0.00063,96,11,3.52987143,212
