time/iterations,rollout/ep_len_mean,train/n_updates,train/entropy_loss,time/total_timesteps,train/learning_rate,time/time_elapsed,train/value_loss,time/fps,rollout/ep_rew_mean,train/explained_variance,train/policy_loss
100,21.22,99,-0.7705506086349487,4000,0.000797132,45,7.491652011871338,88,14.48023217,-0.0017576217651367188,1.3452699184417725
200,18.62,199,-0.4836122393608093,8000,0.000763932,90,4.3248138427734375,88,12.544062859999997,0.003703594207763672,1.010650396347046
300,22.28,299,-0.23064514994621277,12000,0.000730732,135,36.457489013671875,88,15.224849590000002,0.0003536343574523926,0.0032523751724511385
400,23.04,399,-0.506949782371521,16000,0.0006975320000000001,181,10.625710487365723,88,15.743346559999997,0.0007961392402648926,1.2125251293182373
500,21.92,499,-0.426279217004776,20000,0.000664332,226,27.781169891357422,88,14.93582058,-0.0004832744598388672,-1.928916335105896
600,20.98,599,-0.5028741955757141,24000,0.000631132,272,37.46706771850586,88,14.260871539999998,0.009006679058074951,0.36130619049072266
700,18.62,699,-0.43362393975257874,28000,0.0005979319999999999,317,60.5273323059082,88,12.569372950000002,-0.11131465435028076,-1.5452930927276611
800,21.05,799,-0.4034426808357239,32000,0.000564732,362,21.088293075561523,88,14.219914679999997,0.1623823642730713,-1.717752456665039
900,22.85,899,-0.3790873885154724,36000,0.000531532,407,4.021178245544434,88,15.51057728,0.00824517011642456,0.3201228082180023
1000,21.28,999,-0.37797248363494873,40000,0.0004983320000000001,453,3.951857805252075,88,14.42231263,0.3654205799102783,0.3528953194618225
1100,21.87,1099,-0.5668374300003052,44000,0.000465132,498,24.406816482543945,88,14.82216233,0.02168351411819458,0.4022611975669861
1200,21.28,1199,-0.5453165173530579,48000,0.000431932,543,76.67729187011719,88,14.44309602,0.1747589111328125,-1.553497552871704
1300,22.57,1299,-0.5802328586578369,52000,0.00039873200000000006,589,73.13705444335938,88,15.35331149,0.01492452621459961,-0.8247963190078735
1400,22.55,1399,-0.574998676776886,56000,0.000365532,634,10.872204780578613,88,15.27512804,0.45289742946624756,0.4832455515861511
1500,24.4,1499,-0.4529251158237457,60000,0.00033233199999999996,679,3.419313430786133,88,16.76296749,0.20465916395187378,0.549711287021637
1600,21.65,1599,-0.33168351650238037,64000,0.000299132,725,38.33333206176758,88,14.59375855,-0.13275527954101562,-1.0319749116897583
1700,20.31,1699,-0.24849823117256165,68000,0.00026593200000000003,770,26.945083618164062,88,13.76797327,0.12031900882720947,0.013078751042485237
1800,21.09,1799,-0.1931057870388031,72000,0.00023273199999999998,815,9.568442344665527,88,14.380009939999997,0.506281852722168,0.2397492229938507
1900,23.84,1899,-0.18348661065101624,76000,0.00019953199999999996,860,11.636588096618652,88,16.11597522,0.12123274803161621,-0.04646419733762741
2000,25.33,1999,-0.16079774498939514,80000,0.00016633200000000002,905,63.1991081237793,88,17.44326452,-0.07388520240783691,-1.1402860879898071
2100,20.45,2099,-0.14920435845851898,84000,0.000133132,950,9.324007987976074,88,13.802018030000001,0.10198146104812622,0.0498008131980896
2200,22.81,2199,-0.1415581852197647,88000,9.993199999999996e-05,996,33.75905227661133,88,15.463351460000002,0.6179848909378052,0.10294216871261597
2300,21.89,2299,-0.13796493411064148,92000,6.673200000000002e-05,1041,19.749988555908203,88,14.75642156,0.08801925182342529,0.023227335885167122
2400,24.3,2399,-0.1320008486509323,96000,3.353199999999999e-05,1086,21.456830978393555,88,16.526409570000002,0.42408454418182373,-0.012128116562962532
2500,22.27,2499,-0.1317257583141327,100000,3.3199999999996343e-07,1132,2.853544235229492,88,15.082846269999997,0.5891303420066833,-0.012243849225342274
