rollout/ep_len_mean,train/n_updates,train/loss,time/total_timesteps,rollout/exploration_rate,train/learning_rate,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/episodes
8.0,28,0.04740453138947487,32,0.9976,0.00063,2,11,5.795327,4
6.625,52,0.04087336454540491,53,0.9960249999999997,0.00063,4,11,4.738889,8
6.5,76,0.03657594509422779,78,0.99415,0.00063,6,11,4.64625525,12
6.875,108,0.04283376317471266,110,0.9917500000000001,0.00063,9,11,4.946793375,16
7.2,140,0.0370332607999444,144,0.9892,0.00063,12,11,5.13395635,20
7.791666666666667,184,0.02066789986565709,187,0.9859749999999997,0.00063,15,11,5.5448940833333324,24
7.892857142857143,220,0.0268624946475029,221,0.9834249999999997,0.00063,18,11,5.572106928571428,28
7.90625,252,0.25940322130918503,253,0.9810249999999998,0.00063,21,11,5.56522346875,32
8.222222222222221,292,0.09903603605926037,296,0.9778000000000002,0.00063,24,11,5.785731500000001,36
8.4,332,0.08666833117604256,336,0.9747999999999998,0.00063,28,11,5.927312175,40
8.340909090909092,364,0.06940909568220377,367,0.9724750000000003,0.00063,30,11,5.857555931818182,44
8.208333333333334,392,0.0793405007570982,394,0.9704499999999996,0.00063,32,11,5.792881270833334,48
8.038461538461538,416,0.07206875644624233,418,0.9686500000000002,0.00063,34,11,5.683230057692309,52
7.785714285714286,432,0.08304366283118725,436,0.9672999999999998,0.00063,36,11,5.493499964285713,56
7.583333333333333,452,0.09041933715343475,455,0.9658749999999996,0.00063,38,11,5.321955849999999,60
7.5,476,0.10331110656261444,480,0.9639999999999997,0.00063,40,11,5.277069140625,64
7.235294117647059,488,0.0993780642747879,492,0.9630999999999997,0.00063,41,11,5.0742104264705885,68
7.194444444444445,516,0.17360515147447586,518,0.9611500000000003,0.00063,43,11,5.037229125,72
7.276315789473684,552,0.1891122218221426,553,0.9585249999999997,0.00063,46,11,5.13389847368421,76
7.4375,592,0.15545954555273056,595,0.9553749999999999,0.00063,49,11,5.2391323624999995,80
7.511904761904762,628,0.16770030185580254,631,0.9526749999999997,0.00063,52,11,5.289615190476191,84
7.420454545454546,652,0.16140194609761238,653,0.9510249999999998,0.00063,54,11,5.220488295454545,88
7.3478260869565215,672,0.16376948729157448,676,0.9493,0.00063,56,11,5.151472315217391,92
7.208333333333333,688,0.18012623861432076,692,0.9480999999999997,0.00063,57,11,5.043572885416666,96
7.19,716,0.1858113631606102,719,0.9460749999999998,0.00063,60,11,5.0600752799999995,100
7.29,760,0.3431404232978821,761,0.9429249999999999,0.00063,63,11,5.126518560000001,104
7.31,780,0.27127646282315254,784,0.9412000000000003,0.00063,65,11,5.13621479,108
7.3,804,0.272586390376091,808,0.9394000000000001,0.00063,67,11,5.113536,112
7.34,840,0.23624267801642418,844,0.9367,0.00063,70,11,5.14432739,116
7.25,868,0.24800597876310349,869,0.9348250000000001,0.00063,72,11,5.068075459999999,120
6.99,884,0.1856483854353428,886,0.9335500000000001,0.00063,74,11,4.866928089999999,124
6.79,896,0.2801217585802078,900,0.9324999999999999,0.00063,75,11,4.72665285,128
6.61,912,0.2381577230989933,914,0.9314499999999997,0.00063,76,11,4.59910102,132
6.43,936,0.23857644945383072,939,0.9295749999999999,0.00063,78,11,4.47640759,136
6.34,968,0.22402382269501686,970,0.9272499999999997,0.00063,81,11,4.40900946,140
6.16,980,0.24647891148924828,983,0.926275,0.00063,82,11,4.27989305,144
6.2,1012,0.32689377665519714,1014,0.9239499999999997,0.00063,84,11,4.30611179,148
6.09,1024,0.34979257360100746,1027,0.922975,0.00063,85,11,4.2101134,152
6.07,1040,0.3196702376008034,1043,0.9217749999999996,0.00063,87,11,4.19209989,156
6.08,1060,0.35792699456214905,1063,0.9202749999999997,0.00063,88,11,4.19470371,160
6.12,1088,0.2622602768242359,1092,0.9180999999999997,0.00063,91,11,4.21632948,164
6.27,1116,0.34975486248731613,1119,0.9160749999999998,0.00063,93,11,4.340064450000001,168
6.18,1132,0.371707059442997,1136,0.9147999999999997,0.00063,95,11,4.2721617499999995,172
5.94,1144,0.345261886715889,1147,0.9139750000000001,0.00063,96,11,4.056958140000001,176
5.74,1168,0.34977085143327713,1169,0.9123250000000002,0.00063,97,11,3.9264163400000003,180
5.56,1184,0.33051858842372894,1187,0.9109749999999996,0.00063,99,11,3.78492412,184
5.68,1220,0.2839813381433487,1221,0.9084249999999996,0.00063,102,11,3.8541525,188
5.66,1240,0.35035453736782074,1242,0.9068500000000002,0.00063,104,11,3.8533223199999997,192
5.8,1268,0.5207776427268982,1272,0.9046000000000003,0.00063,106,11,3.959152239999999,196
5.75,1292,0.4232068508863449,1294,0.9029500000000004,0.00063,108,11,3.8933589299999998,200
5.58,1316,0.42848313599824905,1319,0.9010749999999997,0.00063,110,11,3.7633305600000004,204
