time/iterations,rollout/ep_len_mean,train/n_updates,train/entropy_loss,time/total_timesteps,train/learning_rate,time/time_elapsed,train/value_loss,time/fps,rollout/ep_rew_mean,train/explained_variance,train/policy_loss
100,24.5,99,-0.43247899413108826,4000,0.000797132,45,4.18270206451416,87,16.802317849999998,-0.0023746490478515625,1.3185856342315674
200,21.15,199,-0.5610613822937012,8000,0.000763932,92,49.12504577636719,86,14.30808081,-0.0003865957260131836,-1.1466261148452759
300,26.3,299,-0.4340752065181732,12000,0.000730732,137,56.98502731323242,87,17.93310596,0.00017082691192626953,-0.6915690302848816
400,25.09,399,-0.44141262769699097,16000,0.0006975320000000001,182,4.165859699249268,87,17.34709398,0.0030232667922973633,0.819736659526825
500,26.23,499,-0.486086905002594,20000,0.000664332,227,4.076743125915527,87,18.011311040000002,0.0033371448516845703,0.8801611065864563
600,25.65,599,-0.7130586504936218,24000,0.000631132,273,3.8936924934387207,87,17.63682248,0.010780751705169678,1.5297012329101562
700,23.69,699,-0.6359262466430664,28000,0.0005979319999999999,318,33.45392608642578,87,16.25230579,0.05713862180709839,-0.4797174036502838
800,24.78,799,-0.7112366557121277,32000,0.000564732,363,53.991546630859375,87,17.04908918,-0.0028650760650634766,-0.6747892498970032
900,26.19,899,-0.7088767290115356,36000,0.000531532,409,123.2562026977539,87,18.04363038,0.003796815872192383,-3.046945095062256
1000,22.84,999,-0.7095986604690552,40000,0.0004983320000000001,454,38.94007110595703,87,15.710803019999998,0.009069979190826416,0.022320842370390892
1100,25.16,1099,-0.674654483795166,44000,0.000465132,500,3.3113303184509277,87,17.355975059999995,0.3385312557220459,1.0371978282928467
1200,23.3,1199,-0.6653314828872681,48000,0.000431932,545,3.8885104656219482,87,16.03203813,0.28432291746139526,0.9305764436721802
1300,24.76,1299,-0.7094699144363403,52000,0.00039873200000000006,591,136.89161682128906,87,17.07692569,0.024884045124053955,-3.343982696533203
1400,22.52,1399,-0.7080233097076416,56000,0.000365532,636,68.64024353027344,87,15.348916299999999,-0.006697177886962891,-1.0949862003326416
1500,23.88,1499,-0.706504225730896,60000,0.00033233199999999996,682,63.468727111816406,87,16.333372210000004,-0.12064313888549805,-0.8946079015731812
1600,22.29,1599,-0.689428985118866,64000,0.000299132,727,11.8389310836792,87,15.204281819999999,0.29542404413223267,0.3598257899284363
1700,24.66,1699,-0.6741330027580261,68000,0.00026593200000000003,773,147.01876831054688,87,16.99282314,-0.027240514755249023,-3.9054532051086426
1800,24.68,1799,-0.647091269493103,72000,0.00023273199999999998,819,70.0553970336914,87,16.77687947,0.12451398372650146,-1.6135501861572266
1900,26.1,1899,-0.6308401823043823,76000,0.00019953199999999996,866,84.84468078613281,87,17.89267497,0.06998264789581299,-2.710472583770752
2000,23.86,1999,-0.6069409251213074,80000,0.00016633200000000002,913,65.65001678466797,87,16.422293189999994,0.14795029163360596,-1.00240159034729
2100,24.31,2099,-0.5193790197372437,84000,0.000133132,959,18.981178283691406,87,16.600497519999998,0.4779090881347656,-0.0491621270775795
2200,23.51,2199,-0.5295428037643433,88000,9.993199999999996e-05,1004,52.22180938720703,87,15.997725330000002,0.1986011266708374,-1.2240411043167114
2300,25.87,2299,-0.4905121326446533,92000,6.673200000000002e-05,1049,23.263721466064453,87,17.83051015,0.37914806604385376,0.562853991985321
2400,24.95,2399,-0.48841947317123413,96000,3.353199999999999e-05,1095,25.460176467895508,87,17.087145640000003,0.5265733003616333,0.27636274695396423
2500,24.59,2499,-0.4932214617729187,100000,3.3199999999996343e-07,1141,35.16550064086914,87,16.784422779999996,0.2783117890357971,-1.3540955781936646
