rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,train/clip_fraction,train/entropy_loss,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/loss,train/approx_kl,train/policy_gradient_loss,train/n_updates
3.38097674,1,16384,198,82,4.97,,,,,,,,,,
4.78040056,2,32768,396,82,6.95,0.258697509765625,-1.5950301507255062,0.2,0.0003,5.103048299672082,-0.012809991836547852,1.79782235622406,0.018460639,-0.03271077232875541,4
5.72170875,3,49152,593,82,8.3,0.3014984130859375,-1.545841840445064,0.2,0.0003,6.902556877117604,0.2452157735824585,3.135683059692383,0.018559167,-0.03993834288485232,8
7.45508374,4,65536,788,83,10.64,0.26336669921875,-1.4796315340790898,0.2,0.0003,14.873554025776684,0.21854650974273682,7.253276824951172,0.016202083,-0.032654688086950046,12
9.426817560000002,5,81920,983,83,13.67,0.2105560302734375,-1.397424085997045,0.2,0.0003,22.377322742715478,0.242292582988739,8.173930168151855,0.013377641,-0.02549071159273808,16
11.227551660000001,6,98304,1176,83,16.03,0.1909942626953125,-1.3138280677376315,0.2,0.0003,32.75237684883177,0.2391148805618286,18.822956085205078,0.013093249,-0.023697091020039807,20
14.828087949999997,7,114688,1368,83,21.07,0.131134033203125,-1.2293543420964852,0.2,0.0003,40.78134383261204,0.26744943857192993,20.876766204833984,0.010799497,-0.0165852093941794,24
