time/iterations,rollout/ep_len_mean,train/n_updates,train/entropy_loss,time/total_timesteps,train/learning_rate,time/time_elapsed,train/value_loss,time/fps,rollout/ep_rew_mean,train/explained_variance,train/policy_loss
100,7.11,99,-1.6094049215316772,8000,0.0007,6154,3.9545435905456543,1,4.9708426,-0.04121899604797363,2.18530011177063
200,5.9,199,-1.6085151433944702,16000,0.0007,6241,5.245205402374268,2,4.13534016,-0.016335010528564453,1.9557931423187256
300,7.89,299,-1.580263376235962,24000,0.0007,6328,6.7780961990356445,3,5.4195607599999995,-0.02663743495941162,1.455400824546814
400,12.16,399,-1.2674204111099243,32000,0.0007,6416,10.810200691223145,4,8.265982420000002,-0.006621599197387695,0.12653511762619019
500,22.98,499,-0.31670230627059937,40000,0.0007,6504,14.276632308959961,6,15.747952909999999,-0.0785905122756958,0.4903315007686615
600,25.54,599,-0.15984295308589935,48000,0.0007,6592,70.76126098632812,7,17.45865019,-0.016484856605529785,-0.7654147744178772
700,25.54,699,-0.5397632718086243,56000,0.0007,6680,12.694979667663574,8,17.372871460000002,-0.013273477554321289,0.6984665393829346
800,27.99,799,-0.31305330991744995,64000,0.0007,6768,73.37208557128906,9,19.13062169,-0.006400585174560547,-1.2113497257232666
900,23.45,899,-0.22197134792804718,72000,0.0007,6857,38.5498161315918,10,16.12177388,0.02352464199066162,0.14955148100852966
1000,24.28,999,-0.10255130380392075,80000,0.0007,6944,21.156797409057617,11,16.506645719999995,-0.0424497127532959,-0.5007250905036926
1100,24.98,1099,-0.03573624789714813,88000,0.0007,7032,17.194812774658203,12,17.05310164,-0.07290899753570557,0.0034358487464487553
1200,25.71,1199,-0.5456494688987732,96000,0.0007,7121,13.815221786499023,13,17.551330829999998,0.27320021390914917,0.3585834801197052
