rollout/exploration_rate,time/fps,train/n_updates,time/episodes,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/loss
0.8306499999999997,11,2256,272,8.16,0.00063,196,2258,5.8771024999999995,0.9199321120977402
0.8278749999999998,11,2292,276,8.36,0.00063,199,2295,6.013470439999999,0.8103872686624527
0.8258499999999999,11,2320,280,8.23,0.00063,201,2322,5.923353500000001,0.8548635542392731
0.8237500000000002,11,2348,284,8.25,0.00063,204,2350,5.94239799,0.9462938606739044
0.819775,11,2400,288,8.22,0.00063,208,2403,5.8838168500000005,0.8970451205968857
0.8164000000000005,11,2444,292,8.35,0.00063,212,2448,5.9750385800000005,0.8331404030323029
0.8128000000000002,11,2492,296,8.46,0.00063,216,2496,6.06157601,0.8698922693729401
0.8104000000000002,11,2524,300,8.47,0.00063,219,2528,6.067832640000002,0.8761325925588608
0.8064999999999997,11,2576,304,8.71,0.00063,224,2580,6.259701580000001,0.9358851909637451
0.80185,11,2640,308,9.05,0.00063,229,2642,6.5195101100000015,1.006544068455696
0.7964499999999997,11,2712,312,9.45,0.00063,235,2714,6.83098293,0.9429860264062881
0.79435,11,2740,316,9.5,0.00063,238,2742,6.906624440000001,0.9300933480262756
0.7914999999999996,11,2776,320,9.56,0.00063,241,2780,6.964069429999999,0.9343226850032806
0.7893250000000004,11,2808,324,9.57,0.00063,243,2809,6.965630179999998,0.942158505320549
0.7872999999999997,11,2832,328,9.47,0.00063,246,2836,6.899122639999999,1.0307176411151886
0.7846749999999999,11,2868,332,9.57,0.00063,249,2871,6.96933052,0.963978037238121
0.7818250000000004,11,2908,336,9.61,0.00063,252,2909,7.00428344,0.8180382996797562
0.7791999999999999,11,2940,340,9.65,0.00063,255,2944,7.02977046,0.9708883166313171
0.7756000000000004,11,2988,344,9.84,0.00063,259,2992,7.1762174,0.8965919464826584
0.7738000000000003,11,3012,348,9.65,0.00063,261,3016,7.029799780000001,1.001030758023262
0.7715499999999996,11,3044,352,9.55,0.00063,264,3046,6.93279318,1.0323017537593842
0.7681000000000003,11,3088,356,9.79,0.00063,268,3092,7.10546744,0.9603421688079834
0.7650999999999999,11,3128,360,9.82,0.00063,271,3132,7.115832419999999,0.9307406395673752
0.7614249999999999,11,3180,364,9.97,0.00063,276,3181,7.19214898,0.8522095382213593
0.7572249999999999,11,3236,368,10.14,0.00063,281,3237,7.302692340000001,0.8946979492902756
0.7546749999999999,11,3268,372,10.13,0.00063,283,3271,7.297382420000002,1.0201464146375656
0.7490499999999997,11,3344,376,10.51,0.00063,290,3346,7.575511280000001,1.1567085534334183
0.7468750000000004,11,3372,380,10.53,0.00063,292,3375,7.61500944,1.036868840456009
0.7456750000000001,11,3388,384,10.41,0.00063,294,3391,7.514640190000002,0.9653301686048508
0.7415499999999997,11,3444,388,10.43,0.00063,299,3446,7.542302019999999,0.9905546307563782
0.7386249999999996,11,3484,392,10.37,0.00063,302,3485,7.4776798399999995,1.1595828831195831
0.7350250000000002,11,3532,396,10.37,0.00063,306,3533,7.5001713699999994,0.9406473189592361
0.7299250000000002,11,3600,400,10.73,0.00063,312,3601,7.738916270000001,1.0320936292409897
0.724825,11,3668,404,10.89,0.00063,318,3669,7.848314320000001,1.0928169339895248
0.7228000000000001,11,3692,408,10.54,0.00063,320,3696,7.564408309999999,0.9110516011714935
0.7216750000000002,11,3708,412,9.97,0.00063,321,3711,7.143539090000002,0.9458300322294235
0.7175499999999997,11,3764,416,10.24,0.00063,326,3766,7.316404599999999,1.14509716629982
0.7157499999999997,11,3788,420,10.1,0.00063,328,3790,7.211459399999999,1.0855042785406113
0.7132750000000001,11,3820,424,10.14,0.00063,331,3823,7.23086044,0.9963269680738449
0.7111000000000001,11,3848,428,10.16,0.00063,334,3852,7.22577256,1.1861771196126938
0.7081000000000003,11,3888,432,10.21,0.00063,337,3892,7.269977010000002,1.265761137008667
0.7024750000000002,11,3964,436,10.58,0.00063,344,3967,7.525782630000001,1.215318351984024
0.6999250000000001,11,4000,440,10.57,0.00063,347,4001,7.523568909999999,1.2836958765983582
0.6974499999999997,11,4032,444,10.42,0.00063,349,4034,7.41100662,1.1344552338123322
0.6949750000000001,11,4064,448,10.51,0.00063,352,4067,7.454177899999999,1.1836749017238617
0.6895749999999997,11,4136,452,10.93,0.00063,358,4139,7.783861869999999,1.2875847518444061
0.682375,11,4232,456,11.43,0.00063,367,4235,8.18707391,1.332952857017517
0.6795249999999997,11,4272,460,11.41,0.00063,370,4273,8.181719710000001,1.2771021127700806
0.6762249999999996,11,4316,464,11.36,0.00063,374,4317,8.16333003,1.1630093306303024
0.672475,11,4364,468,11.3,0.00063,378,4367,8.11317613,1.1375218033790588
0.6712,11,4380,472,11.13,0.00063,380,4384,7.995074810000001,1.174569383263588
0.6649750000000001,11,4464,476,11.21,0.00063,387,4467,8.04664905,1.5389709174633026
0.66025,11,4528,480,11.55,0.00063,392,4530,8.289072110000001,1.2604775726795197
0.6552250000000004,11,4596,484,12.06,0.00063,398,4597,8.65362802,1.00859135389328
0.6514000000000002,11,4644,488,12.02,0.00063,402,4648,8.61697152,1.072175219655037
0.6486249999999996,11,4684,492,12.0,0.00063,406,4685,8.61612076,1.6309691071510315
0.6450250000000001,11,4732,496,12.0,0.00063,410,4733,8.607113459999999,1.4860914647579193
0.6432249999999999,11,4756,500,11.56,0.00063,412,4757,8.28312328,1.1581594049930573
0.6411250000000004,11,4784,504,11.16,0.00063,414,4785,7.98877286,1.5513701736927032
0.6350499999999997,11,4864,508,11.7,0.00063,421,4866,8.38975592,1.3317854404449463
0.6318250000000003,11,4908,512,11.98,0.00063,425,4909,8.591830999999999,1.2923659086227417
0.6285999999999998,11,4948,516,11.86,0.00063,429,4952,8.508205250000001,1.474018931388855
0.6275499999999997,11,4964,520,11.76,0.00063,430,4966,8.40943734,1.492124080657959
0.6248500000000003,11,5000,524,11.79,0.00063,433,5002,8.423003020000001,1.7541543245315552
0.6212500000000001,11,5048,528,11.98,0.00063,438,5050,8.563835469999999,1.5705150961875916
0.6178749999999995,11,5092,532,12.03,0.00063,442,5095,8.595672409999999,1.2099101096391678
0.61375,11,5148,536,11.83,0.00063,446,5150,8.440652440000001,1.3887099027633667
0.6107499999999996,11,5188,540,11.89,0.00063,450,5190,8.473611310000003,1.2222594320774078
0.6075999999999997,11,5228,544,11.98,0.00063,453,5232,8.52774876,1.4989001601934433
0.6041499999999996,11,5276,548,12.11,0.00063,457,5278,8.62081528,1.4103695750236511
0.5993499999999998,11,5340,552,12.03,0.00063,463,5342,8.5527786,1.0857846587896347
0.5937249999999996,11,5416,556,11.82,0.00063,469,5417,8.37078752,1.3831210732460022
0.5923000000000003,11,5432,560,11.63,0.00063,471,5436,8.209535690000001,1.7859478294849396
0.5888500000000001,11,5480,564,11.65,0.00063,475,5482,8.20225788,1.372480422258377
0.5865999999999996,11,5508,568,11.45,0.00063,478,5512,8.033569479999999,1.4844946563243866
0.5812749999999997,11,5580,572,11.99,0.00063,484,5583,8.428842359999999,1.6198511123657227
0.5775250000000001,11,5632,576,11.66,0.00063,488,5633,8.19405986,1.6182671040296555
0.5757249999999999,11,5656,580,11.27,0.00063,490,5657,7.868117929999999,1.3489002138376236
0.5718999999999999,11,5704,584,11.11,0.00063,495,5708,7.7806742799999995,1.4910790026187897
0.5705500000000001,11,5724,588,10.78,0.00063,496,5726,7.5330075999999995,1.633061170578003
0.5679249999999996,11,5760,592,10.76,0.00063,499,5761,7.513710650000002,1.646292045712471
0.563275,11,5820,596,10.9,0.00063,505,5823,7.61535032,1.4953130185604095
0.5614749999999997,11,5844,600,10.9,0.00063,507,5847,7.611838030000001,1.5792779326438904
0.5585499999999999,11,5884,604,11.01,0.00063,510,5886,7.702085070000001,1.4190078377723694
0.5563749999999997,11,5912,608,10.49,0.00063,513,5915,7.3162946799999995,1.6337729692459106
0.5512749999999995,11,5980,612,10.74,0.00063,518,5983,7.53777408,1.7198424339294434
0.5469999999999999,11,6036,616,10.88,0.00063,523,6040,7.63995658,1.5065122246742249
0.5441499999999996,11,6076,620,11.12,0.00063,527,6078,7.8302589399999984,1.8017012178897858
0.5390500000000003,11,6144,624,11.44,0.00063,532,6146,8.10084147,1.3692788481712341
0.5334999999999998,11,6216,628,11.7,0.00063,539,6220,8.27092584,1.9002457857131958
0.5315500000000002,11,6244,632,11.51,0.00063,541,6246,8.120599369999999,1.7146258652210236
0.5281749999999998,11,6288,636,11.41,0.00063,545,6291,8.06876021,1.8875650763511658
0.5240500000000003,11,6344,640,11.56,0.00063,550,6346,8.20787086,2.0279275476932526
0.5215749999999999,11,6376,644,11.47,0.00063,553,6379,8.157211299999998,1.5353539288043976
0.5169999999999999,11,6436,648,11.62,0.00063,558,6440,8.28467967,1.595445603132248
0.5127250000000001,11,6496,652,11.55,0.00063,563,6497,8.226381850000001,1.8082890808582306
0.50875,11,6548,656,11.33,0.00063,567,6550,8.09212056,1.7977165281772614
0.5069499999999998,11,6572,660,11.38,0.00063,570,6574,8.136934369999999,1.7696991264820099
0.5052250000000003,11,6596,664,11.15,0.00063,572,6597,7.983539620000001,1.2190760970115662
0.5017750000000001,11,6640,668,11.31,0.00063,576,6643,8.121317450000001,1.8053289353847504
0.49652499999999977,11,6712,672,11.3,0.00063,582,6713,8.098083080000002,1.5970767438411713
0.4922500000000001,11,6768,676,11.37,0.00063,586,6770,8.150898629999999,1.9752995073795319
0.488425,11,6820,680,11.64,0.00063,591,6821,8.35467585,1.6482277810573578
0.4845250000000003,11,6872,684,11.65,0.00063,595,6873,8.37000796,2.056524336338043
0.48145000000000016,11,6912,688,11.88,0.00063,599,6914,8.53934963,1.6653544306755066
0.4790500000000002,11,6944,692,11.85,0.00063,602,6946,8.516312160000002,1.7904031872749329
0.47672499999999995,11,6976,696,11.54,0.00063,604,6977,8.28919313,1.8368303179740906
0.4743999999999997,11,7004,700,11.61,0.00063,607,7008,8.3501537,1.6695004999637604
0.47267500000000007,11,7028,704,11.45,0.00063,609,7031,8.212744190000002,1.7670626044273376
0.4699000000000002,11,7064,708,11.53,0.00063,612,7068,8.290727140000001,1.881722241640091
0.4652499999999997,11,7128,712,11.47,0.00063,618,7130,8.22821095,1.795725405216217
0.46157499999999985,11,7176,716,11.39,0.00063,622,7179,8.183840600000002,1.9754234552383423
0.459325,11,7208,720,11.31,0.00063,624,7209,8.12622505,1.981778770685196
0.45385,11,7280,724,11.36,0.00063,631,7282,8.17415368,1.3070690333843231
0.4507749999999998,11,7320,728,11.03,0.00063,634,7323,7.968691050000002,2.177611470222473
0.4491249999999999,11,7344,732,10.99,0.00063,636,7345,7.9453762800000005,1.7119208872318268
0.4465749999999997,11,7376,736,10.88,0.00063,639,7379,7.85557197,1.8087564408779144
0.44312499999999966,11,7424,740,10.79,0.00063,643,7425,7.775993590000001,1.6219761669635773
0.44169999999999954,11,7440,744,10.65,0.00063,645,7444,7.67005675,1.9015602767467499
0.43277500000000024,11,7560,748,11.23,0.00063,655,7563,8.104088959999999,1.6771844178438187
0.4274500000000002,11,7632,752,11.37,0.00063,661,7634,8.209106010000001,1.8132862150669098
0.4251999999999997,11,7660,756,11.14,0.00063,664,7664,8.01593932,1.8792012631893158
0.4222,11,7700,760,11.3,0.00063,667,7704,8.14015562,1.991427630186081
0.41867500000000024,11,7748,764,11.54,0.00063,671,7751,8.335461559999999,2.1145952343940735
0.4160499999999997,11,7784,768,11.43,0.00063,674,7786,8.240312609999998,2.1171502470970154
0.41379999999999995,11,7812,772,11.03,0.00063,677,7816,7.936981669999999,1.8481146693229675
0.4069750000000002,11,7904,776,11.37,0.00063,685,7907,8.21841124,1.9592861533164978
0.4033000000000002,11,7952,780,11.35,0.00063,689,7956,8.205091830000002,1.9383887350559235
0.40044999999999986,11,7992,784,11.21,0.00063,692,7994,8.11003354,2.059499591588974
0.3978999999999998,11,8024,788,11.14,0.00063,695,8028,8.047386099999999,2.1354844868183136
0.3916749999999998,11,8108,792,11.65,0.00063,702,8111,8.400438849999999,2.115509808063507
0.38949999999999974,11,8136,796,11.63,0.00063,705,8140,8.362688440000001,1.4285591840744019
0.38470000000000004,11,8200,800,11.96,0.00063,710,8204,8.59337719,1.7200654745101929
0.3792249999999998,11,8276,804,12.46,0.00063,717,8277,8.986164320000002,2.0055714547634125
0.3743499999999996,11,8340,808,12.74,0.00063,722,8342,9.16764093,2.0292647182941437
0.3682000000000001,11,8420,812,12.94,0.00063,729,8424,9.334277499999999,1.5589213967323303
0.3651249999999999,11,8464,816,12.86,0.00063,733,8465,9.24284767,2.2923580706119537
0.36212500000000025,11,8504,820,12.96,0.00063,736,8505,9.31644584,2.121884912252426
0.35665000000000013,11,8576,824,12.96,0.00063,743,8578,9.317878129999999,2.2858839333057404
0.3546999999999999,11,8600,828,12.81,0.00063,745,8604,9.18082077,1.9809735715389252
0.3503499999999997,11,8660,832,13.17,0.00063,750,8662,9.448097200000001,1.8673845827579498
0.3488499999999999,11,8680,836,13.03,0.00063,752,8682,9.353004519999999,2.201118230819702
0.34202500000000013,11,8772,840,13.48,0.00063,760,8773,9.67649079,2.1750302612781525
0.33745000000000014,11,8832,844,13.9,0.00063,765,8834,9.98430667,2.1209777891635895
0.3344499999999997,11,8872,848,13.11,0.00063,768,8874,9.379679209999999,2.333111524581909
0.3305499999999999,11,8924,852,12.92,0.00063,773,8926,9.232555150000001,2.000597983598709
0.3262750000000002,11,8980,856,13.19,0.00063,778,8983,9.42206799,2.095027446746826
0.3215500000000001,11,9044,860,13.42,0.00063,783,9046,9.5859242,2.1120086908340454
0.31645,11,9112,864,13.63,0.00063,789,9114,9.72096182,2.2713480293750763
0.31299999999999983,11,9156,868,13.74,0.00063,793,9160,9.807250949999998,1.8843159675598145
0.3115,11,9176,872,13.64,0.00063,795,9180,9.74271195,1.3616710901260376
0.3078250000000001,11,9228,876,13.22,0.00063,799,9229,9.42208956,2.3885755240917206
0.30032500000000006,11,9328,880,13.73,0.00063,808,9329,9.83551658,1.8582864999771118
0.29522499999999996,11,9396,884,14.03,0.00063,813,9397,10.062932870000003,1.537463054060936
0.2871999999999999,11,9500,888,14.76,0.00063,823,9504,10.634879970000002,1.9238399863243103
0.28427499999999983,11,9540,892,14.32,0.00063,826,9543,10.336529269999998,1.907242864370346
0.2787999999999998,11,9612,896,14.76,0.00063,832,9616,10.66585307,2.1555846333503723
0.27444999999999964,11,9672,900,14.7,0.00063,837,9674,10.613211380000001,1.5737826228141785
0.2693499999999994,11,9740,904,14.65,0.00063,843,9742,10.562628319999998,2.079678624868393
0.2625249999999997,11,9832,908,14.91,0.00063,851,9833,10.779083120000001,2.005196750164032
0.2547250000000002,11,9936,912,15.13,0.00063,860,9937,10.886361519999998,2.2696815133094788
0.25090000000000023,11,9984,916,15.23,0.00063,864,9988,10.977961350000001,1.6452285051345825
0.2449,11,10064,920,15.63,0.00063,871,10068,11.237058450000001,2.367070496082306
0.23799999999999977,11,10156,924,15.82,0.00063,879,10160,11.33657804,1.8472652733325958
0.2302749999999999,11,10260,928,16.59,0.00063,888,10263,11.916293079999997,2.011073112487793
0.22435000000000027,11,10340,932,16.8,0.00063,895,10342,12.034407359999998,2.2305895686149597
0.2209749999999998,11,10384,936,17.05,0.00063,899,10387,12.20083165,2.050087630748749
0.2158749999999997,11,10452,940,16.82,0.00063,904,10455,11.995924339999998,2.1759417057037354
0.20927499999999977,11,10540,944,17.09,0.00063,912,10543,12.145276509999999,1.4601081758737564
0.20020000000000027,11,10660,948,17.9,0.00063,922,10664,12.735956000000002,1.866220474243164
0.19389999999999974,11,10744,952,18.22,0.00063,930,10748,12.9565307,1.6874440908432007
0.1876000000000002,11,10828,956,18.49,0.00063,937,10832,13.15243173,2.1830665171146393
0.1825,11,10896,960,18.54,0.00063,943,10900,13.19084681,1.963331252336502
0.17559999999999987,11,10988,964,18.78,0.00063,951,10992,13.372527539999997,1.5920368432998657
0.17049999999999976,11,11056,968,19.0,0.00063,956,11060,13.505573279999998,2.294563442468643
0.16112499999999996,11,11184,972,20.05,0.00063,967,11185,14.27092331,2.133350968360901
0.15152500000000024,11,11312,976,20.84,0.00063,978,11313,14.804632290000002,2.1068509221076965
0.14680000000000015,11,11372,980,20.47,0.00063,984,11376,14.479740710000002,2.309234380722046
0.1444749999999999,11,11404,984,20.1,0.00063,986,11407,14.164236629999998,2.491859883069992
0.13592499999999974,11,11520,988,20.17,0.00063,996,11521,14.24374974,2.3153820037841797
0.12790000000000035,11,11624,992,20.85,0.00063,1005,11628,14.72529836,1.6177769303321838
0.12369999999999948,11,11680,996,20.68,0.00063,1010,11684,14.61428133,2.1828387081623077
0.11747500000000033,11,11764,1000,20.93,0.00063,1017,11767,14.818644520000003,2.7778677344322205
0.11260000000000003,11,11828,1004,20.9,0.00063,1023,11832,14.770943720000002,2.02180677652359
0.10952499999999987,11,11872,1008,20.4,0.00063,1026,11873,14.353609570000001,1.9360659718513489
0.10427499999999967,11,11940,1012,20.06,0.00063,1032,11943,14.109446759999999,2.1143142879009247
0.1,11,12012,1016,20.25,0.00063,1039,12013,14.222527500000002,2.090877741575241
0.1,11,12028,1020,19.64,0.00063,1040,12032,13.795137430000002,2.398296445608139
0.1,11,12084,1024,19.27,0.00063,1045,12087,13.509487249999998,2.0976365506649017
0.1,11,12156,1028,18.97,0.00063,1051,12160,13.283268329999999,2.4599741399288177
0.1,11,12212,1032,18.71,0.00063,1056,12213,13.110257670000001,3.1193530559539795
0.1,11,12260,1036,18.77,0.00063,1060,12264,13.135823600000002,2.0085707306861877
0.1,11,12316,1040,18.64,0.00063,1065,12319,13.052755619999997,2.5959517657756805
0.1,11,12412,1044,18.72,0.00063,1073,12415,13.140760269999998,2.129536211490631
0.1,11,12520,1048,18.58,0.00063,1082,12522,13.02130062,3.1723174452781677
0.1,11,12552,1052,18.05,0.00063,1085,12553,12.649177929999999,1.7382057160139084
0.1,11,12580,1056,17.51,0.00063,1088,12583,12.273772359999999,2.4941359758377075
0.1,11,12672,1060,17.73,0.00063,1096,12673,12.411322230000001,2.449655920267105
0.1,11,12728,1064,17.37,0.00063,1100,12729,12.13596959,2.0098817050457
0.1,11,12792,1068,17.36,0.00063,1106,12796,12.156917940000001,1.7866390347480774
0.1,11,12892,1072,17.09,0.00063,1115,12894,11.97597481,1.9980153739452362
0.1,11,12936,1076,16.24,0.00063,1118,12937,11.357948340000002,2.074969321489334
0.1,11,13012,1080,16.37,0.00063,1125,13013,11.508371910000001,1.9424394071102142
0.1,11,13100,1084,16.96,0.00063,1133,13103,11.96025047,2.3394931107759476
0.1,11,13188,1088,16.71,0.00063,1140,13192,11.698959089999995,2.013595700263977
0.1,11,13248,1092,16.24,0.00063,1145,13252,11.33776837,2.131964147090912
0.1,11,13292,1096,16.1,0.00063,1149,13294,11.23389581,2.4298305809497833
0.1,11,13360,1100,15.96,0.00063,1155,13363,11.12237839,1.9439602494239807
0.1,11,13456,1104,16.25,0.00063,1163,13457,11.381892350000001,2.6357263326644897
0.1,11,13540,1108,16.68,0.00063,1170,13541,11.731214539999998,2.7168875336647034
0.1,11,13592,1112,16.53,0.00063,1175,13596,11.635818950000003,1.6457484662532806
0.1,11,13708,1116,16.96,0.00063,1185,13709,11.979179890000001,2.3571175932884216
0.1,11,13800,1120,17.71,0.00063,1193,13803,12.556391520000002,2.503779798746109
0.1,11,13848,1124,17.64,0.00063,1197,13851,12.50550559,2.0403757095336914
0.1,11,13892,1128,17.35,0.00063,1201,13895,12.284496469999999,2.2038432955741882
0.1,11,13980,1132,17.7,0.00063,1208,13983,12.584116460000002,1.788568913936615
0.1,11,14076,1136,18.13,0.00063,1216,14077,12.95544927,2.378102421760559
0.1,11,14172,1140,18.54,0.00063,1225,14173,13.285242220000004,2.579138696193695
0.1,11,14248,1144,18.35,0.00063,1231,14250,13.191611539999998,2.9079254269599915
0.1,11,14336,1148,18.17,0.00063,1239,14339,13.09654462,3.038134515285492
0.1,11,14392,1152,18.41,0.00063,1244,14394,13.26868706,2.6186074316501617
0.1,11,14448,1156,18.66,0.00063,1249,14449,13.447594630000001,2.1284309029579163
0.1,11,14456,1160,17.87,0.00063,1250,14460,12.881532630000004,2.4935250878334045
0.1,11,14524,1164,17.98,0.00063,1255,14527,12.996362669999998,3.058777153491974
0.1,11,14652,1168,18.58,0.00063,1266,14654,13.439980290000001,2.346909999847412
0.1,11,14724,1172,18.34,0.00063,1273,14728,13.266761160000003,2.4866069555282593
0.1,11,14800,1176,18.67,0.00063,1279,14804,13.542421949999998,2.48215851187706
0.1,11,14864,1180,18.53,0.00063,1285,14866,13.41028704,1.732799008488655
0.1,11,14956,1184,18.57,0.00063,1293,14960,13.460010899999997,2.3298369646072388
0.1,11,15116,1188,19.28,0.00063,1306,15120,14.032416840000003,2.44687882065773
0.1,11,15188,1192,19.4,0.00063,1313,15192,14.121308899999999,3.038905084133148
0.1,11,15232,1196,19.39,0.00063,1316,15233,14.102551740000001,2.2577350437641144
0.1,11,15368,1200,20.09,0.00063,1328,15372,14.645920519999999,2.9233582615852356
0.1,11,15500,1204,20.44,0.00063,1339,15501,14.911229040000002,2.3723187148571014
0.1,11,15620,1208,20.82,0.00063,1350,15623,15.1996672,2.4675934314727783
0.1,11,15716,1212,21.21,0.00063,1358,15717,15.50364521,1.7771424651145935
