rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/episodes
0.9975250000000003,6.25,82,0,4.2895347500000005,25,4
0.9951490000000001,6.125,147,0,4.046903,49,8
0.9923769999999995,6.416666666666667,214,0,4.4158401666666665,77,12
0.9890109999999994,6.9375,280,0,4.9315928125,111,16
0.9858429999999996,7.15,347,0,5.0652669999999995,143,20
0.9824769999999995,7.375,414,0,5.213850541666667,177,24
0.9794080000000003,7.428571428571429,480,0,5.166343107142858,208,28
0.9741609999999999,8.15625,548,0,5.74404803125,261,32
0.9691119999999999,8.666666666666666,617,0,6.086712361111111,312,36
0.9660429999999995,8.575,683,0,6.0002979000000005,343,40
0.9615880000000001,8.818181818181818,751,0,6.2344955909090904,388,44
0.9580239999999998,8.833333333333334,818,0,6.284764666666668,424,48
0.9548559999999999,8.76923076923077,884,0,6.214860538461538,456,52
0.9485200000000001,9.285714285714286,953,0,6.649023446428572,520,56
0.9454509999999998,9.183333333333334,1020,0,6.600861966666668,551,60
0.9403030000000002,9.421875,1088,0,6.74903596875,603,64
0.9380259999999996,9.205882352941176,1154,0,6.585610382352941,626,68
0.9353529999999997,9.069444444444445,1220,0,6.482346124999999,653,72
0.9336699999999996,8.81578947368421,1285,0,6.287130355263157,670,76
0.9317890000000004,8.6125,1351,0,6.1539679875,689,80
0.9294130000000003,8.488095238095237,1417,0,6.0597472380952375,713,84
0.9265420000000002,8.431818181818182,1483,0,6.007273522727272,742,88
0.9249579999999997,8.23913043478261,1548,0,5.862317445652173,758,92
0.9211960000000003,8.291666666666666,1616,0,5.893846833333334,796,96
0.9155529999999996,8.53,1684,0,6.053377630000001,853,100
0.9140679999999998,8.43,1749,0,5.988716869999999,868,104
0.9117910000000002,8.42,1815,0,6.01638862,891,108
0.9090189999999997,8.42,1881,0,6.011535080000001,919,112
0.9064450000000004,8.34,1948,0,5.9338852,945,116
0.9049599999999995,8.17,2013,0,5.8032017499999995,960,120
0.9007030000000001,8.26,2080,0,5.912705289999999,1003,124
0.8979309999999996,8.23,2147,0,5.895005070000001,1031,128
0.8951590000000001,7.98,2213,0,5.7263423599999985,1059,132
0.8914960000000003,7.84,2280,0,5.637787039999999,1096,136
0.8897139999999997,7.71,2345,0,5.551506230000001,1114,140
0.8873380000000005,7.5,2411,0,5.372181419999999,1138,144
0.884071,7.47,2478,0,5.352016539999998,1171,148
0.8810019999999997,7.46,2544,0,5.357222490000001,1202,152
0.8781309999999996,7.11,2611,0,5.065540250000001,1231,156
0.8762500000000004,6.99,2676,0,4.97592911,1250,160
0.8718940000000005,6.91,2744,0,4.945427420000001,1294,164
0.8671420000000001,7.16,2812,0,5.134462930000001,1342,168
0.8637760000000001,7.23,2878,0,5.18831684,1376,172
0.8593209999999994,7.51,2946,0,5.38268161,1421,176
0.8571429999999994,7.54,3012,0,5.375681490000001,1443,180
0.8561529999999996,7.4,3077,0,5.265896100000001,1453,184
0.8536779999999998,7.36,3143,0,5.24257974,1478,188
0.8520940000000005,7.36,3208,0,5.24019427,1494,192
0.8501139999999996,7.18,3274,0,5.11073394,1514,196
0.8484309999999995,6.78,3339,0,4.81433534,1531,200
0.8430849999999996,7.17,3407,0,5.0911208100000005,1585,204
0.8402139999999996,7.23,3474,0,5.126242059999999,1614,208
0.8363529999999996,7.34,3541,0,5.1931030499999995,1653,212
0.8343729999999998,7.28,3606,0,5.14434891,1673,216
0.832393,7.33,3672,0,5.19187114,1693,220
0.8305119999999998,7.09,3738,0,4.981477529999999,1712,224
0.8283339999999998,7.03,3803,0,4.95792528,1734,228
0.8245720000000004,7.13,3870,0,5.018119250000001,1772,232
0.8183350000000003,7.39,3939,0,5.21976721,1835,236
0.8144740000000003,7.6,4006,0,5.386815810000001,1874,240
0.8130879999999999,7.5,4072,0,5.3132994600000005,1888,244
0.8112069999999997,7.36,4137,0,5.186684660000001,1907,248
0.8076430000000006,7.41,4204,0,5.209473350000001,1943,252
0.8058609999999998,7.3,4269,0,5.140131319999999,1961,256
0.801703,7.53,4337,0,5.3186385199999995,2003,260
0.7995250000000002,7.31,4403,0,5.1478318299999986,2025,264
0.7969509999999997,7.09,4469,0,4.967241099999999,2051,268
0.7941790000000003,7.03,4535,0,4.91929251,2079,272
0.792793,6.72,4600,0,4.70596059,2093,276
0.7885359999999996,6.93,4668,0,4.8904087,2136,280
0.7856650000000005,7.12,4734,0,5.02044605,2165,284
0.7818040000000005,7.26,4801,0,5.119999880000001,2204,288
0.7788339999999998,7.4,4868,0,5.2069592899999995,2234,292
0.7747749999999995,7.61,4935,0,5.383243820000001,2275,296
0.7719040000000005,7.73,5001,0,5.491658790000002,2304,300
0.7695280000000003,7.43,5067,0,5.259990770000001,2328,304
