rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/episodes
0.9969309999999997,7.75,2,11,5.75890525,31,4
0.9957429999999996,5.375,3,11,3.7289132499999997,43,8
0.9938620000000005,5.166666666666667,5,11,3.524321666666666,62,12
0.9925749999999998,4.6875,6,11,3.1614984375,75,16
0.9896050000000001,5.25,9,11,3.6528536000000003,105,20
0.9875259999999996,5.25,11,11,3.585589541666667,126,24
0.9838629999999998,5.821428571428571,14,11,4.029676071428571,163,28
0.9807939999999995,6.0625,17,11,4.2076103125,194,32
0.9781209999999996,6.138888888888889,19,11,4.252518361111111,221,36
0.9757450000000005,6.125,22,11,4.2602993499999995,245,40
0.9738640000000003,6.0,23,11,4.151181,264,44
0.9710919999999996,6.083333333333333,26,11,4.221860562500001,292,48
0.9674289999999999,6.326923076923077,29,11,4.366135865384615,329,52
0.9645579999999997,6.392857142857143,32,11,4.429456839285715,358,56
0.9623799999999998,6.333333333333333,34,11,4.3781812166666665,380,60
0.9610930000000001,6.140625,35,11,4.231629234375,393,64
0.9596080000000002,6.0,36,11,4.114109544117646,408,68
0.957727,5.930555555555555,38,11,4.0520044861111115,427,72
0.956044,5.842105263157895,39,11,3.9769745657894737,444,76
0.9540640000000002,5.8,41,11,3.9481536125000005,464,80
0.9530740000000003,5.642857142857143,42,11,3.827079261904762,474,84
0.9502030000000002,5.715909090909091,45,11,3.8765093750000004,503,88
0.9468370000000002,5.836956521739131,48,11,4.001956347826088,537,92
0.9442629999999997,5.864583333333333,50,11,4.006482166666667,563,96
0.9427779999999999,5.78,52,11,3.93932446,578,100
0.9405010000000004,5.7,54,11,3.85708977,601,104
0.9392139999999997,5.71,55,11,3.8749128499999994,614,108
0.9375309999999997,5.69,56,11,3.86190494,631,112
0.9354520000000003,5.77,58,11,3.90830285,652,116
0.9336699999999996,5.65,60,11,3.79581621,670,120
0.9322840000000004,5.58,61,11,3.7595924899999993,684,124
0.9307989999999995,5.36,63,11,3.6052824899999996,699,128
0.9298089999999997,5.15,63,11,3.43778071,709,132
0.9277300000000003,5.09,65,11,3.3943527899999997,730,136
0.9257500000000005,5.05,67,11,3.35589712,750,140
0.9231760000000001,5.12,69,11,3.4005942100000004,776,144
0.9213940000000005,5.02,71,11,3.3210475199999996,794,148
0.9174339999999999,5.05,75,11,3.34728248,834,152
0.9143649999999995,5.07,77,11,3.36345269,865,156
0.9129790000000003,4.99,79,11,3.3069086199999997,879,160
0.912088,4.95,80,11,3.2732572099999993,888,164
0.9097119999999999,5.04,82,11,3.37172227,912,168
0.9071380000000006,5.11,84,11,3.422491350000001,938,172
0.904366,5.22,87,11,3.5129423799999997,966,176
0.9023860000000002,5.22,88,11,3.527398790000001,986,180
0.9014949999999998,5.21,89,11,3.51656836,995,184
0.8985250000000002,5.22,92,11,3.511862269999999,1025,188
0.8975350000000003,4.98,93,11,3.29310936,1035,192
0.8962479999999996,4.85,94,11,3.2111353599999997,1048,196
0.8943670000000005,4.89,96,11,3.2533620299999995,1067,200
0.8928819999999995,4.81,97,11,3.1998812099999996,1082,204
0.8904069999999997,4.93,99,11,3.29622643,1107,208
0.8891200000000001,4.89,101,11,3.2672455699999996,1120,212
0.8882289999999998,4.77,101,11,3.1833217899999995,1129,216
0.886249,4.79,103,11,3.1976662200000003,1149,220
0.8843679999999998,4.84,105,11,3.23791399,1168,224
0.8814969999999996,4.98,107,11,3.336918979999999,1197,228
0.8796160000000005,5.07,109,11,3.4132558,1216,232
0.8782300000000003,5.0,110,11,3.3501271100000003,1230,236
0.8766459999999997,4.96,112,11,3.31694629,1246,240
0.8748640000000002,4.88,114,11,3.2712937799999997,1264,244
0.8722899999999998,4.96,116,11,3.32702762,1290,248
0.8697160000000005,4.82,118,11,3.2308396299999997,1316,252
0.8686269999999999,4.62,119,11,3.06321845,1327,256
0.8657559999999999,4.77,122,11,3.1757500100000002,1356,260
